seq;freq_ratio;harmonic;amp_ratio;track;freq;amp;newflag;;;
75;11.119;11;0.0648515;10;860.639;0.0134533;0;;;
75;3.01403;3;0.520551;11;233.293;0.107987;0;;;
75;6.05175;6;0.159114;12;468.419;0.0330079;0;;;
75;1;1;1;13;77.4023;0.207448;0;;;
75;4.00267;4;0.0953969;14;309.816;0.0197899;0;;;
75;10.1286;10;0.0380699;15;783.98;0.00789753;0;;;
75;4.7879;-1;0.0326942;16;370.594;0.00678234;0;;;
75;8.1301;-1;0.0233442;17;629.288;0.00484271;1;;;
75;0.809397;-1;0.652367;18;62.6492;0.135332;0;;;
75;13.2256;-1;0.0296566;19;1023.7;0.00615219;0;;;
76;0.451263;-1;0.0061353;0;35.1562;0.00124427;0;;;
76;12.1079;12;0.0253648;1;943.283;0.00514414;0;;;
76;5.7912;-1;0.0207374;2;451.172;0.00420567;0;;;
76;5.02775;5;0.363992;3;391.694;0.0738196;0;;;
76;1.32574;-1;0.174372;4;103.284;0.0353637;0;;;
76;1.99993;2;0.923281;5;155.807;0.187247;0;;;
76;9.04287;9;0.117705;6;704.497;0.0238712;0;;;
76;7.02305;7;0.0867478;7;547.141;0.017593;0;;;
76;1.54769;-1;0.112616;8;120.575;0.0228391;0;;;
76;2.50074;-1;0.108271;9;194.823;0.0219581;0;;;
76;11.0444;11;0.0667183;10;860.431;0.0135309;0;;;
76;2.9978;3;0.515592;11;233.548;0.104565;0;;;
76;6.01363;6;0.159171;12;468.5;0.0322807;0;;;
76;1;1;1;13;77.9064;0.202806;0;;;
76;3.98444;4;0.10171;14;310.413;0.0206274;0;;;
76;10.0647;10;0.039553;15;784.107;0.00802158;0;;;
76;15.1406;15;0.0251435;16;1179.55;0.00509925;1;;;
76;8.076;8;0.0250347;17;629.172;0.00507719;0;;;
76;0.797211;-1;0.642006;18;62.1078;0.130203;0;;;
76;13.1379;13;0.0293024;19;1023.53;0.00594269;0;;;
77;0.514325;-1;0.0718467;0;40.3539;0.0140058;0;;;
77;4.26988;-1;0.0286484;1;335.015;0.00558473;1;;;
77;5.75034;-1;0.0149084;2;451.172;0.00290625;0;;;
77;4.99067;5;0.389443;3;391.568;0.0759182;0;;;
77;1.31189;-1;0.191516;4;102.931;0.0373343;0;;;
77;1.98475;2;0.958967;5;155.724;0.186942;0;;;
77;8.97826;9;0.124272;6;704.434;0.0242256;0;;;
77;6.97473;7;0.0909129;7;547.238;0.0177226;0;;;
77;1.53111;-1;0.116022;8;120.131;0.0226175;0;;;
77;2.49358;-1;0.111535;9;195.646;0.0217428;0;;;
77;10.9654;11;0.0697438;10;860.347;0.0135959;0;;;
77;2.97801;3;0.521726;11;233.655;0.101706;0;;;
77;5.97572;6;0.161174;12;468.855;0.0314194;0;;;
77;1;1;1;13;78.46;0.194941;0;;;
77;3.96446;4;0.110855;14;311.052;0.0216101;0;;;
77;9.99492;10;0.0417804;15;784.201;0.0081447;0;;;
77;5.1529;-1;0.0395526;16;404.297;0.00771041;1;;;
77;8.0129;8;0.0271916;17;628.692;0.00530074;0;;;
77;0.777808;-1;0.64094;18;61.0269;0.124945;0;;;
77;13.044;13;0.029348;19;1023.43;0.00572112;0;;;
78;0.506589;-2;0.0773364;0;40.0781;0.0145466;0;;;
78;11.9333;12;0.0249999;1;944.086;0.00470237;1;;;
78;4.59189;-1;0.0162016;2;363.281;0.00304745;1;;;
78;4.949;5;0.414568;3;391.533;0.0779783;0;;;
78;1.3096;-1;0.186829;4;103.607;0.0351417;0;;;
78;1.96846;-1;0.990243;5;155.732;0.18626;0;;;
78;8.90347;9;0.130512;6;704.386;0.0245487;0;;;
78;6.92067;7;0.0953629;7;547.52;0.0179373;0;;;
78;1.50368;-1;0.1102;8;118.961;0.0207282;0;;;
78;2.47175;-1;0.112572;9;195.549;0.0211743;0;;;
78;10.8725;11;0.0727712;10;860.166;0.0136879;0;;;
78;2.9524;-1;0.528726;11;233.575;0.0994509;0;;;
78;5.93405;6;0.161813;12;469.464;0.0304363;0;;;
78;1;1;1;13;79.1136;0.188095;0;;;
78;3.93339;-1;0.119161;14;311.184;0.0224136;0;;;
78;9.91434;10;0.0438912;15;784.359;0.00825573;0;;;
78;5.11033;-1;0.033656;16;404.297;0.00633054;0;;;
78;7.94808;8;0.0296235;17;628.801;0.00557206;0;;;
78;0.754126;-1;0.665815;18;59.6616;0.125237;0;;;
78;12.9351;13;0.0292312;19;1023.35;0.00549827;0;;;
79;0.493043;-2;0.0686205;0;39.0068;0.0134227;0;;;
79;11.9409;12;0.0229708;1;944.698;0.00449325;0;;;
79;4.26444;-1;0.0216868;2;337.378;0.0042421;0;;;
79;4.94929;5;0.410471;3;391.56;0.0802911;0;;;
79;1.39558;-1;0.178267;4;110.41;0.0348704;0;;;
79;1.96935;-1;0.949395;5;155.804;0.185709;0;;;
79;8.90278;9;0.126831;6;704.337;0.024809;0;;;
79;6.9198;7;0.0922014;7;547.455;0.0180353;0;;;
79;6.43013;-1;0.0220942;8;508.715;0.00432179;1;;;
79;2.47572;-1;0.105895;9;195.865;0.0207139;0;;;
79;10.8723;11;0.0702819;10;860.151;0.0137477;0;;;
79;2.95076;-1;0.499002;11;233.447;0.0976085;0;;;
79;5.93726;6;0.153842;12;469.722;0.0300925;0;;;
79;1;1;1;13;79.1143;0.195607;0;;;
79;3.93261;-1;0.119174;14;311.126;0.0233113;0;;;
79;9.9135;10;0.0428111;15;784.3;0.00837417;0;;;
79;14.9069;15;0.0229066;16;1179.35;0.00448069;1;;;
79;7.93993;8;0.0297867;17;628.162;0.0058265;0;;;
79;0.77518;-1;0.645607;18;61.3279;0.126285;0;;;
79;12.9355;13;0.0269034;19;1023.38;0.0052625;0;;;
80;0.593757;-1;0.0124262;0;46.875;0.00254262;0;;;
80;11.9744;12;0.0210333;1;945.335;0.00430378;0;;;
80;4.58849;-1;0.0167688;2;362.245;0.00343118;0;;;
80;4.96024;5;0.401516;3;391.593;0.082157;0;;;
80;1.3507;-1;0.158737;4;106.633;0.0324804;0;;;
80;1.97429;2;0.905024;5;155.863;0.185183;0;;;
80;8.92162;9;0.12235;6;704.33;0.0250349;0;;;
80;6.93527;7;0.0890028;7;547.515;0.0182115;0;;;
80;6.44216;-1;0.0217791;8;508.586;0.00445637;0;;;
80;2.47576;-1;0.0974942;9;195.453;0.019949;0;;;
80;10.8947;11;0.06759;10;860.095;0.0138301;0;;;
80;2.95318;-1;0.469812;11;233.143;0.0961316;0;;;
80;5.95084;6;0.145453;12;469.798;0.0297621;0;;;
80;1;1;1;13;78.9465;0.204617;0;;;
80;3.94051;-1;0.117616;14;311.089;0.0240663;0;;;
80;9.93563;10;0.0413282;15;784.383;0.00845645;0;;;
80;14.9374;15;0.0206232;16;1179.26;0.00421986;0;;;
80;7.95591;8;0.0299314;17;628.091;0.00612447;0;;;
80;0.796023;-1;0.641516;18;62.8432;0.131265;0;;;
80;12.9616;13;0.024626;19;1023.27;0.0050389;0;;;
81;0.446542;-1;0.0589328;0;35.1562;0.0138351;0;;;
81;12.0106;12;0.0174912;1;945.594;0.00410624;0;;;
81;4.61427;-1;0.0166719;2;363.281;0.00391391;0;;;
81;4.97298;5;0.357944;3;391.522;0.0840312;0;;;
81;1.34352;-1;0.128545;4;105.775;0.0301773;0;;;
81;1.97956;2;0.787217;5;155.851;0.184808;0;;;
81;8.94677;9;0.107444;6;704.379;0.0252236;0;;;
81;6.9569;7;0.0785428;7;547.717;0.0184388;0;;;
81;6.46961;-1;0.0190974;8;509.352;0.00448333;0;;;
81;2.47519;-1;0.0818652;9;194.872;0.0192187;0;;;
81;10.9244;11;0.0592837;10;860.078;0.0139175;0;;;
81;2.9637;3;0.400499;11;233.332;0.0940215;0;;;
81;5.96572;6;0.125449;12;469.681;0.0294506;0;;;
81;1;1;1;13;78.73;0.234761;0;;;
81;3.95569;4;0.106022;14;311.431;0.0248899;0;;;
81;9.96467;10;0.0362465;15;784.518;0.00850927;0;;;
81;5.5395;-1;0.012722;16;436.125;0.00298662;1;;;
81;7.97352;8;0.0273538;17;627.755;0.00642161;0;;;
81;0.872721;-1;0.623605;18;68.7093;0.146398;0;;;
81;12.9964;13;0.0205;19;1023.2;0.00481261;0;;;
82;0.596949;-1;0.057875;0;46.875;0.0141345;0;;;
82;12.0475;12;0.0161263;1;946.021;0.00393845;0;;;
82;4.77559;-1;0.0307162;2;375;0.00750167;0;;;
82;4.98931;5;0.344145;3;391.782;0.0840488;0;;;
82;1.34934;-1;0.107615;4;105.956;0.0262823;0;;;
82;1.98466;2;0.75438;5;155.844;0.184238;0;;;
82;8.97058;9;0.10381;6;704.409;0.0253531;0;;;
82;6.979;7;0.0765898;7;548.021;0.0187051;0;;;
82;6.48682;-1;0.0184946;8;509.373;0.00451685;0;;;
82;2.4815;-1;0.0764925;9;194.858;0.0186814;0;;;
82;10.9527;11;0.0573615;10;860.049;0.0140091;0;;;
82;2.97069;3;0.378552;11;233.271;0.0924518;0;;;
82;5.98034;6;0.119232;12;469.602;0.0291194;0;;;
82;1;1;1;13;78.5243;0.244225;0;;;
82;3.96833;4;0.105407;14;311.61;0.0257431;0;;;
82;9.99057;10;0.0349916;15;784.502;0.00854581;0;;;
82;5.52732;-1;0.0125881;16;434.029;0.00307433;0;;;
82;7.99193;8;0.0274692;17;627.561;0.00670867;0;;;
82;0.891858;-1;0.719962;18;70.0325;0.175833;0;;;
82;13.0297;13;0.0187688;19;1023.15;0.0045838;0;;;
83;0.597649;-1;0.0818226;0;46.875;0.0200141;0;;;
83;12.065;12;0.0154851;1;946.284;0.00378771;0;;;
83;4.77417;-1;0.0246088;2;374.449;0.00601939;0;;;
83;4.9931;5;0.35083;3;391.621;0.085814;0;;;
83;1.45238;-1;0.0999852;4;113.913;0.0244567;0;;;
83;1.98859;2;0.749894;5;155.97;0.183427;0;;;
83;8.98131;9;0.104028;6;704.425;0.0254455;0;;;
83;6.98585;7;0.0772464;7;547.917;0.0188947;0;;;
83;6.44449;-1;0.0182439;8;505.457;0.00446253;0;;;
83;2.48371;-1;0.0747278;9;194.804;0.0182787;0;;;
83;10.9646;11;0.0576713;10;859.984;0.0141066;0;;;
83;2.97356;3;0.372813;11;233.223;0.0911912;0;;;
83;5.98904;6;0.117819;12;469.735;0.028819;0;;;
83;1;1;1;13;78.4324;0.244603;0;;;
83;3.9754;4;0.108118;14;311.8;0.0264459;0;;;
83;10.0026;10;0.0349874;15;784.528;0.00855802;0;;;
83;5.53062;-1;0.0123977;16;433.78;0.00303253;0;;;
83;7.99818;8;0.0284895;17;627.317;0.00696862;0;;;
83;0.902839;-1;0.814653;18;70.8118;0.199267;0;;;
83;13.0456;13;0.01778;19;1023.2;0.00434904;0;;;
84;0.447942;-1;0.0539081;0;35.1562;0.0128055;0;;;
84;12.0578;12;0.0153638;1;946.345;0.00364958;0;;;
84;4.71902;-1;0.0169355;2;370.367;0.00402294;0;;;
84;4.9863;5;0.370663;3;391.345;0.0880488;0;;;
84;1.45203;-1;0.092396;4;113.961;0.0219481;0;;;
84;1.98814;2;0.771272;5;156.037;0.183211;0;;;
84;8.97667;9;0.107407;6;704.525;0.0255138;0;;;
84;6.97907;7;0.0803266;7;547.745;0.0190811;0;;;
84;6.41102;-1;0.0189154;8;503.163;0.00449325;0;;;
84;2.47661;-1;0.075807;9;194.374;0.0180075;0;;;
84;10.9577;11;0.059681;10;860.001;0.0141769;0;;;
84;2.96719;3;0.381831;11;232.877;0.0907018;0;;;
84;5.98519;6;0.120538;12;469.742;0.028633;0;;;
84;1;1;1;13;78.484;0.237544;0;;;
84;3.96946;4;0.113442;14;311.539;0.0269476;0;;;
84;9.99404;10;0.0360213;15;784.372;0.00855665;0;;;
84;6.65083;-1;0.0102276;16;521.984;0.00242952;1;;;
84;7.99129;8;0.0304592;17;627.188;0.0072354;0;;;
84;0.906784;-1;0.909142;18;71.168;0.215961;0;;;
84;13.0354;13;0.0174577;19;1023.07;0.00414698;0;;;
85;0.375937;-1;0.061781;0;29.2969;0.0133496;0;;;
85;12.144;12;0.0163489;1;946.386;0.00353267;0;;;
85;15.0375;15;0.0108228;2;1171.88;0.00233859;1;;;
85;5.02082;5;0.412974;3;391.273;0.0892352;0;;;
85;1.49103;-1;0.0841107;4;116.196;0.0181746;0;;;
85;2.0031;2;0.84572;5;156.102;0.182743;0;;;
85;9.04104;9;0.11833;6;704.57;0.0255687;0;;;
85;7.02836;7;0.0897621;7;547.721;0.0193958;0;;;
85;6.48159;-1;0.0214056;8;505.111;0.00462532;0;;;
85;2.49922;-1;0.0833014;9;194.765;0.0179997;0;;;
85;11.0345;11;0.0660955;10;859.923;0.0142819;0;;;
85;2.98502;3;0.41725;11;232.623;0.0901592;0;;;
85;6.0259;6;0.130958;12;469.6;0.0282974;0;;;
85;1;1;1;13;77.9302;0.21608;0;;;
85;3.9993;4;0.127142;14;311.666;0.0274729;0;;;
85;10.065;10;0.0394385;15;784.365;0.00852185;0;;;
85;15.2001;15;0.0125707;16;1184.55;0.00271628;1;;;
85;8.04673;8;0.0346536;17;627.083;0.00748795;0;;;
85;9.45706;-1;0.00872652;18;736.991;0.00188562;1;;;
85;13.1264;13;0.0182886;19;1022.94;0.00395179;0;;;
86;0.578841;-1;0.0921286;0;44.5622;0.0211297;0;;;
86;12.2923;-1;0.0149252;1;946.325;0.0034231;0;;;
86;15.2436;-1;0.00975781;2;1173.53;0.00223796;0;;;
86;5.08058;-1;0.393964;3;391.129;0.0903556;0;;;
86;1.47854;-1;0.0789146;4;113.826;0.0180991;0;;;
86;2.02798;2;0.794208;5;156.124;0.182152;0;;;
86;9.15205;-1;0.111515;6;704.572;0.025576;0;;;
86;7.11162;-1;0.0870595;7;547.489;0.0199671;0;;;
86;6.5877;-1;0.0192879;8;507.155;0.00442369;0;;;
86;2.52921;-1;0.0781908;9;194.712;0.0179331;0;;;
86;11.1711;-1;0.0625964;10;860.007;0.0143565;0;;;
86;3.02321;3;0.388094;11;232.742;0.0890093;0;;;
86;6.10045;-1;0.121752;12;469.644;0.0279237;0;;;
86;1;1;1;13;76.9851;0.22935;0;;;
86;4.05248;4;0.121563;14;311.981;0.0278804;0;;;
86;10.1898;-1;0.0368216;15;784.462;0.00844504;0;;;
86;4.56663;-1;0.0103646;16;351.562;0.00237713;1;;;
86;8.14293;-1;0.0337501;17;626.884;0.00774059;0;;;
86;3.57719;-1;0.00688282;18;275.391;0.00157858;1;;;
86;13.2888;-1;0.0163469;19;1023.04;0.00374917;0;;;
87;7.59149;-1;0.0128923;0;1185.44;0.00234104;1;;;
87;6.05908;6;0.0183064;1;946.151;0.00332417;0;;;
87;7.50461;-1;0.0118887;2;1171.88;0.00215882;0;;;
87;2.50462;-1;0.501846;3;391.106;0.0911278;0;;;
87;0.730474;-1;0.0733025;4;114.066;0.0133106;0;;;
87;1;1;1;5;156.154;0.181585;0;;;
87;4.51268;-1;0.141095;6;704.673;0.0256208;0;;;
87;3.5095;-1;0.111299;7;548.023;0.0202102;0;;;
87;3.21062;-1;0.0242274;8;501.352;0.00439934;0;;;
87;1.2445;-1;0.100071;9;194.334;0.0181714;0;;;
87;5.50767;-1;0.0795826;10;860.044;0.014451;0;;;
87;1.48999;-1;0.486561;11;232.669;0.0883523;0;;;
87;3.00818;3;0.152075;12;469.739;0.0276145;0;;;
87;0.489191;-1;1.33489;13;76.3892;0.242395;0;;;
87;1.99791;2;0.155381;14;311.982;0.0282148;0;;;
87;5.02315;5;0.0461187;15;784.386;0.00837447;0;;;
87;2.25138;-1;0.0124496;16;351.562;0.00226066;0;;;
87;4.0139;4;0.0438662;17;626.786;0.00796544;0;;;
87;1.79859;-1;0.00830092;18;280.858;0.00150732;0;;;
87;6.55277;-1;0.0195698;19;1023.24;0.00355358;0;;;
88;7.59982;-1;0.00997012;0;1187.31;0.0018074;0;;;
88;6.05509;6;0.0179327;1;945.978;0.00325086;0;;;
88;2.81675;-1;0.0129512;2;440.057;0.00234782;1;;;
88;2.50334;-1;0.505874;3;391.093;0.0917055;0;;;
88;0.742448;-1;0.063348;4;115.992;0.0114838;0;;;
88;1;1;1;5;156.229;0.181281;0;;;
88;4.51102;-1;0.141608;6;704.751;0.0256708;0;;;
88;3.50412;-1;0.114466;7;547.443;0.0207505;0;;;
88;3.22536;-1;0.0249628;8;503.894;0.00452529;0;;;
88;1.24278;-1;0.100565;9;194.158;0.0182305;0;;;
88;5.50498;-1;0.0803162;10;860.035;0.0145598;0;;;
88;1.48946;-1;0.48468;11;232.696;0.0878634;0;;;
88;3.00775;3;0.149745;12;469.897;0.027146;0;;;
88;0.485911;-1;1.40751;13;75.9133;0.255155;0;;;
88;1.99564;2;0.157311;14;311.776;0.0285175;0;;;
88;5.02051;5;0.0457513;15;784.347;0.00829385;0;;;
88;2.31721;-1;0.0168673;16;362.014;0.00305773;0;;;
88;4.01032;4;0.0451122;17;626.527;0.00817798;0;;;
88;1.76274;-1;0.00844111;18;275.391;0.00153021;0;;;
88;6.55016;-1;0.0186803;19;1023.32;0.00338638;0;;;
89;7.59183;-1;0.0108373;0;1186.36;0.00196255;0;;;
89;6.05279;6;0.0176624;1;945.856;0.00319851;0;;;
89;2.83261;-1;0.0128688;2;442.646;0.00233043;0;;;
89;2.50225;-1;0.51002;3;391.021;0.0923604;0;;;
89;0.731776;-1;0.0742342;4;114.353;0.0134432;0;;;
89;1;1;1;5;156.268;0.181092;0;;;
89;4.51011;-1;0.14196;6;704.784;0.0257078;0;;;
89;3.50473;-1;0.115652;7;547.676;0.0209436;0;;;
89;3.23622;-1;0.0225922;8;505.718;0.00409125;0;;;
89;1.24266;-1;0.100656;9;194.188;0.018228;0;;;
89;5.5042;-1;0.0808393;10;860.13;0.0146393;0;;;
89;1.48708;-1;0.486997;11;232.383;0.0881911;0;;;
89;3.00811;3;0.1479;12;470.071;0.0267835;0;;;
89;0.48389;-1;1.46915;13;75.6165;0.26605;0;;;
89;1.99324;2;0.158335;14;311.479;0.0286732;0;;;
89;5.01903;5;0.0453016;15;784.313;0.00820375;0;;;
89;2.13677;-1;0.00111795;16;333.908;0.000202451;1;;;
89;4.00917;4;0.0461979;17;626.504;0.00836605;0;;;
89;7.49707;-1;0.0105574;18;1171.55;0.00191186;1;;;
89;6.55016;-1;0.0177883;19;1023.58;0.00322131;0;;;
90;7.6037;-1;0.00843608;0;1188.7;0.00152373;0;;;
90;6.04726;6;0.017359;1;945.38;0.0031354;0;;;
90;2.83047;-1;0.0122247;2;442.492;0.00220803;0;;;
90;2.50121;-1;0.513954;3;391.019;0.0928309;0;;;
90;0.749716;-1;0.0609195;4;117.205;0.0110033;0;;;
90;1;1;1;5;156.332;0.180621;0;;;
90;4.50862;-1;0.142757;6;704.841;0.0257848;0;;;
90;3.50177;-1;0.118585;7;547.438;0.021419;0;;;
90;3.19047;-1;0.0173978;8;498.772;0.00314241;0;;;
90;1.23961;-1;0.100329;9;193.79;0.0181215;0;;;
90;5.50184;-1;0.0816732;10;860.112;0.0147519;0;;;
90;1.48598;-1;0.487691;11;232.306;0.0880873;0;;;
90;3.00491;3;0.145218;12;469.763;0.0262293;0;;;
90;0.482087;-1;1.52035;13;75.3656;0.274608;0;;;
90;1.99278;2;0.160174;14;311.536;0.0289307;0;;;
90;5.01684;5;0.0448803;15;784.292;0.00810631;0;;;
90;0.270827;-1;0.120441;16;42.339;0.0217541;1;;;
90;4.00678;4;0.0473236;17;626.387;0.00854763;0;;;
90;3.29457;-1;0.0134765;18;515.046;0.00243414;1;;;
90;6.54706;-1;0.0170724;19;1023.51;0.00308362;0;;;
91;7.58618;-1;0.010395;0;1186.01;0.00187426;0;;;
91;6.046;6;0.0171655;1;945.218;0.00309501;0;;;
91;2.82431;-1;0.0115055;2;441.546;0.00207449;0;;;
91;2.50098;-1;0.517287;3;390.997;0.0932691;0;;;
91;0.775592;-1;0.0563785;4;121.254;0.0101653;0;;;
91;1;1;1;5;156.338;0.180304;0;;;
91;4.50848;-1;0.143324;6;704.845;0.0258419;0;;;
91;3.50205;-1;0.121427;7;547.502;0.0218939;0;;;
91;3.20141;-1;0.0220504;8;500.502;0.00397578;0;;;
91;1.24134;-1;0.0999125;9;194.069;0.0180147;0;;;
91;5.50208;-1;0.0822774;10;860.183;0.014835;0;;;
91;1.4869;-1;0.485339;11;232.458;0.0875088;0;;;
91;3.0028;3;0.142678;12;469.452;0.0257255;0;;;
91;0.48015;-1;1.55961;13;75.0656;0.281205;0;;;
91;1.99343;2;0.161685;14;311.649;0.0291524;0;;;
91;5.01642;5;0.0444292;15;784.256;0.00801078;0;;;
91;0.246902;-4;0.110524;16;38.6;0.0199281;0;;;
91;4.00479;4;0.0484925;17;626.1;0.0087434;0;;;
91;7.49691;-1;0.0103391;18;1172.05;0.00186419;1;;;
91;6.5464;-1;0.0163954;19;1023.45;0.00295617;0;;;
92;7.61299;-1;0.00772027;0;1189.52;0.00139282;0;;;
92;6.04608;6;0.016922;1;944.69;0.0030529;0;;;
92;2.83003;-1;0.0112816;2;442.187;0.00203531;0;;;
92;2.50237;-1;0.518469;3;390.992;0.0935372;0;;;
92;0.750008;-1;0.0557651;4;117.188;0.0100606;0;;;
92;1;1;1;5;156.248;0.18041;0;;;
92;4.5116;-1;0.143826;6;704.93;0.0259476;0;;;
92;3.50381;-1;0.124174;7;547.464;0.0224022;0;;;
92;3.20911;-1;0.0219183;8;501.417;0.00395429;0;;;
92;1.24124;-1;0.0996927;9;193.941;0.0179856;0;;;
92;5.50557;-1;0.0826858;10;860.236;0.0149174;0;;;
92;1.48792;-1;0.483383;11;232.485;0.0872073;0;;;
92;3.00559;3;0.139843;12;469.618;0.0252292;0;;;
92;0.479571;-1;1.57962;13;74.9322;0.28498;0;;;
92;1.99476;2;0.162701;14;311.677;0.029353;0;;;
92;5.01895;5;0.0438921;15;784.203;0.0079186;0;;;
92;0.262503;-1;0.150456;16;41.0156;0.0271438;0;;;
92;4.00768;4;0.0492055;17;626.193;0.00887718;0;;;
92;1.81355;-1;0.00837482;18;283.364;0.0015109;1;;;
92;6.55168;-1;0.0156515;19;1023.69;0.0028237;0;;;
93;7.61529;-1;0.00760663;0;1189.77;0.00137437;0;;;
93;6.04547;6;0.0168106;1;944.51;0.00303735;0;;;
93;4.75436;-1;0.00763077;2;742.794;0.00137873;1;;;
93;2.50236;-1;0.519177;3;390.954;0.093805;0;;;
93;0.769913;-1;0.0489781;4;120.287;0.00884938;0;;;
93;1;1;1;5;156.234;0.18068;0;;;
93;4.51195;-1;0.14397;6;704.922;0.0260126;0;;;
93;3.50239;-1;0.126298;7;547.194;0.0228195;0;;;
93;3.20228;-1;0.0203532;8;500.306;0.00367742;0;;;
93;1.23845;-1;0.0997001;9;193.488;0.0180139;0;;;
93;5.50616;-1;0.0829496;10;860.252;0.0149874;0;;;
93;1.48827;-1;0.482784;11;232.52;0.0872296;0;;;
93;3.00835;3;0.13693;12;470.008;0.0247406;0;;;
93;0.478805;-1;1.58797;13;74.8058;0.286914;0;;;
93;1.99341;2;0.163594;14;311.44;0.0295582;0;;;
93;5.02056;5;0.0431929;15;784.384;0.00780411;0;;;
93;0.251622;-4;0.133927;16;39.312;0.0241981;0;;;
93;4.00691;4;0.0500248;17;626.016;0.00903849;0;;;
93;1.76961;-1;0.00975269;18;276.474;0.00176212;0;;;
93;6.55208;-1;0.0150485;19;1023.66;0.00271897;0;;;
94;2.16942;-1;0.00655211;0;338.991;0.0011841;1;;;
94;6.04452;6;0.0167443;1;944.508;0.00302604;0;;;
94;4.76224;-1;0.00718123;2;744.141;0.0012978;0;;;
94;2.50214;-1;0.519563;3;390.981;0.0938959;0;;;
94;0.737742;-1;0.0483098;4;115.279;0.00873058;0;;;
94;1;1;1;5;156.259;0.180721;0;;;
94;4.51183;-1;0.14471;6;705.013;0.0261521;0;;;
94;3.50081;-1;0.128702;7;547.032;0.0232591;0;;;
94;3.19664;-1;0.0193328;8;499.502;0.00349384;0;;;
94;1.23869;-1;0.0993618;9;193.556;0.0179567;0;;;
94;5.50594;-1;0.0831329;10;860.351;0.0150239;0;;;
94;1.48664;-1;0.485674;11;232.3;0.0877715;0;;;
94;3.0075;3;0.134031;12;469.947;0.0242222;0;;;
94;0.47864;-1;1.58491;13;74.7916;0.286426;0;;;
94;1.99135;2;0.164892;14;311.167;0.0297994;0;;;
94;5.01802;5;0.0428641;15;784.11;0.00774644;0;;;
94;0.241661;-1;0.119663;16;37.7616;0.0216256;0;;;
94;4.00651;4;0.0508328;17;626.053;0.00918655;0;;;
94;1.8034;-1;0.0106954;18;281.797;0.00193288;0;;;
94;6.55183;-1;0.0144369;19;1023.78;0.00260906;0;;;
95;2.14647;-1;0.00675345;0;335.469;0.00121889;0;;;
95;6.04112;6;0.0166466;1;944.161;0.00300444;0;;;
95;2.8118;-1;0.00677823;2;439.453;0.00122336;1;;;
95;2.50153;-1;0.521226;3;390.961;0.0940729;0;;;
95;0.759163;-1;0.0293362;4;118.649;0.00529471;0;;;
95;1;1;1;5;156.289;0.180484;0;;;
95;4.51091;-1;0.145524;6;705.005;0.0262648;0;;;
95;3.49966;-1;0.131333;7;546.958;0.0237034;0;;;
95;3.19082;-1;0.0182647;8;498.69;0.00329649;0;;;
95;1.23971;-1;0.0990416;9;193.753;0.0178754;0;;;
95;5.50507;-1;0.0834456;10;860.381;0.0150606;0;;;
95;1.48681;-1;0.485202;11;232.373;0.0875711;0;;;
95;3.00647;3;0.131367;12;469.878;0.0237097;0;;;
95;0.47857;-1;1.57285;13;74.7952;0.283874;0;;;
95;1.99279;2;0.166386;14;311.452;0.03003;0;;;
95;5.01791;5;0.0422564;15;784.243;0.00762659;0;;;
95;0.225741;-1;0.108176;16;35.2808;0.019524;0;;;
95;4.0062;4;0.0517952;17;626.125;0.00934819;0;;;
95;1.79955;-1;0.0109938;18;281.25;0.0019842;0;;;
95;6.5498;-1;0.0138879;19;1023.66;0.00250654;0;;;
96;7.59;-1;0.00798325;0;1186.14;0.00143902;1;;;
96;6.04026;6;0.016522;1;943.951;0.00297817;0;;;
96;2.82176;-1;0.00874748;2;440.975;0.00157678;0;;;
96;2.50187;-1;0.522392;3;390.984;0.0941638;0;;;
96;0.689413;-1;0.0627534;4;107.739;0.0113116;0;;;
96;1;1;1;5;156.277;0.180255;0;;;
96;4.51127;-1;0.146321;6;705.005;0.0263751;0;;;
96;3.50038;-1;0.133719;7;547.028;0.0241036;0;;;
96;3.19041;-1;0.017138;8;498.587;0.00308921;0;;;
96;1.2368;-1;0.0986354;9;193.283;0.0177795;0;;;
96;5.50638;-1;0.0835376;10;860.518;0.0150581;0;;;
96;1.48834;-1;0.482294;11;232.592;0.0869358;0;;;
96;3.00431;3;0.12866;12;469.503;0.0231916;0;;;
96;0.478766;-1;1.55194;13;74.82;0.279744;0;;;
96;1.99573;2;0.168909;14;311.885;0.0304467;0;;;
96;5.01802;5;0.0418435;15;784.199;0.0075425;0;;;
96;0.230282;-1;0.100048;16;35.9877;0.0180342;0;;;
96;4.00612;4;0.0529602;17;626.062;0.00954635;0;;;
96;1.77042;-1;0.00989362;18;276.675;0.00178337;0;;;
96;6.55112;-1;0.013269;19;1023.79;0.0023918;0;;;
97;7.50289;-1;0.00873989;0;1172.22;0.00157593;0;;;
97;6.04137;6;0.016382;1;943.882;0.00295391;0;;;
97;2.81886;-1;0.00880585;2;440.408;0.00158782;0;;;
97;2.50235;-1;0.522727;3;390.959;0.0942555;0;;;
97;0.693969;-1;0.047594;4;108.423;0.0085819;0;;;
97;1;1;1;5;156.237;0.180315;0;;;
97;4.51219;-1;0.146895;6;704.969;0.0264874;0;;;
97;3.50124;-1;0.135656;7;547.022;0.0244608;0;;;
97;3.18468;-1;0.0161796;8;497.564;0.00291742;0;;;
97;1.23564;-1;0.0977774;9;193.051;0.0176307;0;;;
