seq;freq_ratio;hamonic;amp_ratio;track;freq;amp;newflag
1;0;-1;0;0;47964.8;0;-1
1;0;-1;0;1;198.098;0;-1
1;0;-1;0;2;147.175;0;-1
1;0;-1;0;3;684.054;0;-1
1;0;-1;0;4;292.455;0;-1
1;0;-1;0;5;481.213;0;-1
1;0;-1;0;6;2279.64;0;-1
1;0;-1;0;7;48.3118;0;-1
1;0;-1;0;8;104.853;0;-1
1;0;-1;0;9;568.101;0;-1
1;0;-1;0;10;1153.62;0;-1
1;0;-1;0;11;574.923;0;-1
1;0;-1;0;12;1412.21;0;-1
1;0;-1;0;13;391.532;0;-1
1;0;-1;0;14;496.469;0;-1
1;0;-1;0;15;364.292;0;-1
1;0;-1;0;16;280.737;0;-1
1;0;-1;0;17;608.782;0;-1
1;0;-1;0;18;2519.45;0;-1
1;0;-1;0;19;25.2345;0;-1
2;0.000526168;-1;0;19;25.2345;0;-1
2;0.00100736;-1;0;7;48.3118;0;-1
2;0.00218631;-1;0;8;104.853;0;-1
2;0.00306878;-1;0;2;147.175;0;-1
2;0.00413057;-1;0;1;198.098;0;-1
2;0.00585369;-1;0;16;280.737;0;-1
2;0.00609802;-1;0;4;292.455;0;-1
2;0.00759591;-1;0;15;364.292;0;-1
2;0.00816389;-1;0;13;391.532;0;-1
2;0.0100339;-1;0;5;481.213;0;-1
2;0.0103519;-1;0;14;496.469;0;-1
2;0.0118456;-1;0;9;568.101;0;-1
2;0.0119878;-1;0;11;574.923;0;-1
2;0.0126938;-1;0;17;608.782;0;-1
2;0.0142633;-1;0;3;684.054;0;-1
2;0.0240543;-1;0;10;1153.62;0;-1
2;0.0294462;-1;0;12;1412.21;0;-1
2;0.0475332;-1;0;6;2279.64;0;-1
2;0.0525334;-1;0;18;2519.45;0;-1
2;1;1;1;0;47959;4.24381E-008;0
3;0.000526038;-1;0;19;25.2345;0;-1
3;0.00100711;-1;0;7;48.3118;0;-1
3;0.00218577;-1;0;8;104.853;0;-1
3;0.00306802;-1;0;2;147.175;0;-1
3;0.00412955;-1;0;1;198.098;0;-1
3;0.00585225;-1;0;16;280.737;0;-1
3;0.00609652;-1;0;4;292.455;0;-1
3;0.00759403;-1;0;15;364.292;0;-1
3;0.00816188;-1;0;13;391.532;0;-1
3;0.0100314;-1;0;5;481.213;0;-1
3;0.0103494;-1;0;14;496.469;0;-1
3;0.0118426;-1;0;9;568.101;0;-1
3;0.0119849;-1;0;11;574.923;0;-1
3;0.0126907;-1;0;17;608.782;0;-1
3;0.0142598;-1;0;3;684.054;0;-1
3;0.0240484;-1;0;10;1153.62;0;-1
3;0.0294389;-1;0;12;1412.21;0;-1
3;0.0475215;-1;0;6;2279.64;0;-1
3;0.0525205;-1;0;18;2519.45;0;-1
3;1;1;1;0;47970.8;2.30138E-007;0
4;0.000526039;-1;0;19;25.2345;0;-1
4;0.00100711;-1;0;7;48.3118;0;-1
4;0.00218577;-1;0;8;104.853;0;-1
4;0.00306803;-1;0;2;147.175;0;-1
4;0.00412956;-1;0;1;198.098;0;-1
4;0.00585226;-1;0;16;280.737;0;-1
4;0.00609654;-1;0;4;292.455;0;-1
4;0.00759405;-1;0;15;364.292;0;-1
4;0.0081619;-1;0;13;391.532;0;-1
4;0.0100314;-1;0;5;481.213;0;-1
4;0.0103494;-1;0;14;496.469;0;-1
4;0.0118427;-1;0;9;568.101;0;-1
4;0.0119849;-1;0;11;574.923;0;-1
4;0.0126907;-1;0;17;608.782;0;-1
4;0.0142598;-1;0;3;684.054;0;-1
4;0.0240485;-1;0;10;1153.62;0;-1
4;0.029439;-1;0;12;1412.21;0;-1
4;0.0475216;-1;0;6;2279.64;0;-1
4;0.0525206;-1;0;18;2519.45;0;-1
4;1;1;1;0;47970.7;5.60686E-007;0
5;0.000526169;-1;0;19;25.2345;0;-1
5;0.00100736;-1;0;7;48.3118;0;-1
5;0.00218631;-1;0;8;104.853;0;-1
5;0.00306878;-1;0;2;147.175;0;-1
5;0.00413058;-1;0;1;198.098;0;-1
5;0.00585371;-1;0;16;280.737;0;-1
5;0.00609804;-1;0;4;292.455;0;-1
5;0.00759592;-1;0;15;364.292;0;-1
5;0.00816391;-1;0;13;391.532;0;-1
5;0.0100339;-1;0;5;481.213;0;-1
5;0.010352;-1;0;14;496.469;0;-1
5;0.0118456;-1;0;9;568.101;0;-1
5;0.0119878;-1;0;11;574.923;0;-1
5;0.0126938;-1;0;17;608.782;0;-1
5;0.0142634;-1;0;3;684.054;0;-1
5;0.0240544;-1;0;10;1153.62;0;-1
5;0.0294463;-1;0;12;1412.21;0;-1
5;0.0475333;-1;0;6;2279.64;0;-1
5;0.0525335;-1;0;18;2519.45;0;-1
5;1;1;1;0;47958.9;1.02187E-006;0
6;0.000526105;-1;0;19;25.2345;0;-1
6;0.00100724;-1;0;7;48.3118;0;-1
6;0.00218604;-1;0;8;104.853;0;-1
6;0.00306841;-1;0;2;147.175;0;-1
6;0.00413007;-1;0;1;198.098;0;-1
6;0.00585299;-1;0;16;280.737;0;-1
6;0.00609729;-1;0;4;292.455;0;-1
6;0.007595;-1;0;15;364.292;0;-1
6;0.00816291;-1;0;13;391.532;0;-1
6;0.0100327;-1;0;5;481.213;0;-1
6;0.0103507;-1;0;14;496.469;0;-1
6;0.0118441;-1;0;9;568.101;0;-1
6;0.0119864;-1;0;11;574.923;0;-1
6;0.0126923;-1;0;17;608.782;0;-1
6;0.0142616;-1;0;3;684.054;0;-1
6;0.0240514;-1;0;10;1153.62;0;-1
6;0.0294427;-1;0;12;1412.21;0;-1
6;0.0475275;-1;0;6;2279.64;0;-1
6;0.0525271;-1;0;18;2519.45;0;-1
6;1;1;1;0;47964.7;1.59471E-006;0
7;0.000526104;-1;0;19;25.2345;0;-1
7;0.00100724;-1;0;7;48.3118;0;-1
7;0.00218604;-1;0;8;104.853;0;-1
7;0.00306841;-1;0;2;147.175;0;-1
7;0.00413007;-1;0;1;198.098;0;-1
7;0.00585299;-1;0;16;280.737;0;-1
7;0.00609729;-1;0;4;292.455;0;-1
7;0.00759499;-1;0;15;364.292;0;-1
7;0.00816291;-1;0;13;391.532;0;-1
7;0.0100326;-1;0;5;481.213;0;-1
7;0.0103507;-1;0;14;496.469;0;-1
7;0.0118441;-1;0;9;568.101;0;-1
7;0.0119864;-1;0;11;574.923;0;-1
7;0.0126923;-1;0;17;608.782;0;-1
7;0.0142616;-1;0;3;684.054;0;-1
7;0.0240514;-1;0;10;1153.62;0;-1
7;0.0294427;-1;0;12;1412.21;0;-1
7;0.0475275;-1;0;6;2279.64;0;-1
7;0.0525271;-1;0;18;2519.45;0;-1
7;1;1;1;0;47964.7;2.25879E-006;0
8;0.000526104;-1;0;19;25.2345;0;-1
8;0.00100724;-1;0;7;48.3118;0;-1
8;0.00218604;-1;0;8;104.853;0;-1
8;0.00306841;-1;0;2;147.175;0;-1
8;0.00413007;-1;0;1;198.098;0;-1
8;0.00585299;-1;0;16;280.737;0;-1
8;0.00609729;-1;0;4;292.455;0;-1
8;0.00759499;-1;0;15;364.292;0;-1
8;0.00816291;-1;0;13;391.532;0;-1
8;0.0100326;-1;0;5;481.213;0;-1
8;0.0103507;-1;0;14;496.469;0;-1
8;0.0118441;-1;0;9;568.101;0;-1
8;0.0119864;-1;0;11;574.923;0;-1
8;0.0126923;-1;0;17;608.782;0;-1
8;0.0142616;-1;0;3;684.054;0;-1
8;0.0240514;-1;0;10;1153.62;0;-1
8;0.0294426;-1;0;12;1412.21;0;-1
8;0.0475274;-1;0;6;2279.64;0;-1
8;0.0525271;-1;0;18;2519.45;0;-1
8;1;1;1;0;47964.7;2.9873E-006;0
9;0.000526104;-1;0;19;25.2345;0;-1
9;0.00100723;-1;0;7;48.3118;0;-1
9;0.00218604;-1;0;8;104.853;0;-1
9;0.0030684;-1;0;2;147.175;0;-1
9;0.00413007;-1;0;1;198.098;0;-1
9;0.00585298;-1;0;16;280.737;0;-1
9;0.00609729;-1;0;4;292.455;0;-1
9;0.00759499;-1;0;15;364.292;0;-1
9;0.00816291;-1;0;13;391.532;0;-1
9;0.0100326;-1;0;5;481.213;0;-1
9;0.0103507;-1;0;14;496.469;0;-1
9;0.0118441;-1;0;9;568.101;0;-1
9;0.0119864;-1;0;11;574.923;0;-1
9;0.0126923;-1;0;17;608.782;0;-1
9;0.0142616;-1;0;3;684.054;0;-1
9;0.0240514;-1;0;10;1153.62;0;-1
9;0.0294426;-1;0;12;1412.21;0;-1
9;0.0475274;-1;0;6;2279.64;0;-1
9;0.0525271;-1;0;18;2519.45;0;-1
9;1;1;1;0;47964.8;3.7522E-006;0
10;1;1;1;19;35.0219;0.00172061;0
10;1.37947;-1;0;7;48.3118;0;-1
10;3.01132;3;1.36243;8;105.462;0.00234421;0
10;4.20237;-1;0;2;147.175;0;-1
10;5.65639;-1;0;1;198.098;0;-1
10;8.01603;-1;0;16;280.737;0;-1
10;8.35062;-1;0;4;292.455;0;-1
10;9.92745;10;0.121383;15;347.679;0.000208853;0
10;11.1796;-1;0;13;391.532;0;-1
10;13.7403;-1;0;5;481.213;0;-1
10;14.1759;-1;0;14;496.469;0;-1
10;16.2213;-1;0;9;568.101;0;-1
10;16.4161;-1;0;11;574.923;0;-1
10;17.3829;-1;0;17;608.782;0;-1
10;19.5322;-1;0;3;684.054;0;-1
10;32.9399;-1;0;10;1153.62;0;-1
10;40.6437;41;0.0558695;12;1423.42;9.61295E-005;0
10;65.0918;-1;0;6;2279.64;0;-1
10;71.9391;-1;0;18;2519.45;0;-1
10;1369.56;1370;0.00262957;0;47964.8;4.52445E-006;0
11;1;1;1;19;35.2765;0.00211654;0
11;1.36952;-1;0;7;48.3118;0;-1
11;2.98569;3;1.41365;8;105.325;0.00299204;0
11;5.33193;-1;1.07015;1;188.092;0.00226502;0
11;7.95818;-1;0;16;280.737;0;-1
11;8.29036;-1;0;4;292.455;0;-1
11;9.8476;10;0.112493;15;347.389;0.000238097;0
11;11.0989;-1;0;13;391.532;0;-1
11;13.2982;13;0.0937934;5;469.115;0.000198518;0
11;14.0736;-1;0;14;496.469;0;-1
11;16.1042;-1;0;9;568.101;0;-1
11;16.2976;-1;0;11;574.923;0;-1
11;17.2574;-1;0;17;608.782;0;-1
11;19.3912;-1;0;3;684.054;0;-1
11;32.7022;-1;0;10;1153.62;0;-1
11;40.3508;40;0.0550505;12;1423.44;0.000116517;0
11;64.6221;-1;0;6;2279.64;0;-1
11;74.3979;74;0.0333813;18;2624.5;7.06531E-005;0
11;114.613;115;0.0217746;2;4043.14;4.60869E-005;1
11;1359.68;1360;0.00249216;0;47964.8;5.27477E-006;0
12;0.842608;-1;1.14509;19;39.0563;0.00378841;0
12;1;1;1;7;46.3517;0.00330838;0
12;2.2722;-1;1.11599;8;105.32;0.00369213;0
12;4.06055;4;0.837421;1;188.213;0.00277051;0
12;7.51406;-1;0.0862614;15;348.289;0.000285386;0
12;8.35057;-1;0.139374;0;387.063;0.000461102;1
12;9.01102;9;0.197078;13;417.676;0.000652008;0
12;9.85642;10;0.0789754;5;456.861;0.000261281;0
12;10.5371;-1;0.058323;4;488.413;0.000192955;1
12;11.4208;-1;0.0768796;14;529.375;0.000254347;0
12;15.0572;15;0.0723872;3;697.928;0.000239485;0
12;25.5168;26;0.0458673;10;1182.75;0.000151747;0
12;27.1496;27;0.0426914;6;1258.43;0.00014124;1
12;27.835;28;0.0389297;11;1290.2;0.000128794;1
12;29.4636;29;0.0394261;9;1365.69;0.000130437;1
12;30.8098;31;0.0403806;12;1428.08;0.000133595;0
12;55.4723;55;0.0202931;17;2571.23;6.71374E-005;1
12;56.3993;56;0.0243325;18;2614.2;8.05013E-005;0
12;57.9035;58;0.022515;16;2683.92;7.44884E-005;1
12;87.3269;87;0.0162897;2;4047.75;5.38924E-005;0
13;1;1;1;19;19.1377;0.00243432;0
13;2.41313;-1;1.05848;7;46.1819;0.00257669;0
13;5.23854;-1;1.77084;8;100.254;0.00431079;0
13;10.0834;10;1.36235;1;192.973;0.00331641;0
13;12.011;12;0.700174;2;229.863;0.00170445;1
13;14.3518;14;0.713023;15;274.661;0.00173573;0
13;15.8994;16;0.484602;6;304.278;0.00117968;1
13;18.0876;18;0.144818;10;346.155;0.000352533;1
13;20.0202;20;0.204914;0;383.141;0.000498826;0
13;21.9649;22;0.677706;13;420.357;0.00164975;0
13;22.3237;22;0.536495;9;427.224;0.001306;1
13;23.6576;24;0.137389;5;452.753;0.000334449;0
13;27.3715;27;0.106191;4;523.827;0.000258502;0
13;28.835;29;0.122636;11;551.836;0.000298535;1
13;30.4047;30;0.142626;14;581.876;0.000347199;0
13;34.5838;35;0.112272;17;661.855;0.000273305;1
13;36.6969;37;0.112343;18;702.295;0.000273478;1
13;38.8325;39;0.116371;16;743.165;0.000283284;1
13;40.4393;40;0.118454;12;773.914;0.000288354;1
13;42.2862;42;0.121335;3;809.262;0.000295369;0
14;1;1;1;19;28.6412;0.00312726;0
14;1.77942;-1;1.16336;7;50.9649;0.00363811;0
14;2.05292;2;0.63778;9;58.7983;0.0019945;1
14;3.27738;-1;1.46188;8;93.8684;0.00457168;0
14;4.25414;-1;1.24866;6;121.844;0.00390488;1
14;5.59771;-1;0.456565;17;160.325;0.00142779;1
14;6.63015;-1;1.26755;1;189.896;0.00396394;0
14;8.00002;8;0.603707;2;229.13;0.00188795;0
14;9.08767;9;0.543481;16;260.282;0.00169961;1
14;9.79725;10;0.623976;15;280.606;0.00195133;0
14;12.1713;12;0.151105;10;348.603;0.000472544;0
14;13.2672;13;0.188217;0;379.99;0.000588603;0
14;14.5688;-1;0.305171;13;417.268;0.00095435;0
14;15.9122;16;0.124129;5;455.745;0.000388183;0
14;17.0375;17;0.0819815;18;487.976;0.000256377;1
14;18.2306;18;0.0939756;4;522.146;0.000293886;0
14;19.1097;19;0.107823;11;547.326;0.00033719;0
14;20.3274;20;0.124513;14;582.202;0.000389385;0
14;27.1628;27;0.102188;12;777.977;0.000319569;0
14;28.2491;28;0.104883;3;809.09;0.000327996;0
15;1;1;1;19;28.1981;0.00344259;0
15;1.90334;-1;0.86842;7;53.6706;0.00298962;0
15;3.20875;-1;1.43224;8;90.4806;0.00493062;0
15;4.35315;-1;1.32539;6;122.75;0.00456278;0
15;5.61713;-1;0.50348;17;158.392;0.00173328;0
15;6.67586;-1;2.11422;9;188.246;0.00727838;1
15;6.91058;7;1.9815;1;194.865;0.00682149;0
15;8.11318;8;0.602839;2;228.776;0.00207533;0
15;9.40043;-1;0.574798;16;265.074;0.0019788;0
15;11.1655;11;0.304094;10;314.846;0.00104687;0
15;12.266;12;0.195401;15;345.878;0.000672685;1
15;13.4115;-1;0.219353;0;378.178;0.000755142;0
15;14.7719;15;0.33094;13;416.538;0.00113929;0
15;16.1365;16;0.121603;5;455.017;0.000418631;0
15;17.2873;17;0.089036;18;487.468;0.000306515;0
15;18.4797;18;0.0975089;4;521.091;0.000335683;0
15;19.5614;20;0.10898;11;551.593;0.000375174;0
15;20.7744;21;0.127551;14;585.799;0.000439105;0
15;24.8117;25;0.0968905;12;699.643;0.000333555;0
15;28.7157;29;0.10506;3;809.727;0.000361679;0
16;1;1;1;19;28.1459;0.00387623;0
16;2.06088;-1;0.783388;7;58.0053;0.00303659;0
16;3.17217;-1;1.49113;8;89.2834;0.00577995;0
16;4.36023;-1;1.38353;6;122.723;0.00536288;0
16;5.48015;-1;0.390275;17;154.244;0.0015128;0
16;6.84682;7;1.37241;1;192.71;0.00531979;0
16;8.18531;8;0.601338;2;230.383;0.00233092;0
16;9.21583;9;0.502786;9;259.388;0.00194892;1
16;10.0547;10;0.592013;16;282.998;0.00229478;0
16;11.0747;11;0.365134;10;311.708;0.00141534;0
16;12.3436;12;0.213884;15;347.422;0.000829063;0
16;13.4622;-1;0.24084;0;378.905;0.00093355;0
16;14.7812;15;0.347851;13;416.029;0.00134835;0
16;16.1802;16;0.122416;5;455.405;0.000474514;0
16;17.3574;17;0.0951257;18;488.538;0.000368729;0
16;18.4914;18;0.102026;4;520.456;0.000395474;0
16;19.6174;20;0.110886;11;552.15;0.000429819;0
16;20.7962;21;0.127553;14;585.328;0.000494426;0
16;26.221;26;0.0953135;12;738.014;0.000369457;0
16;28.91;29;0.100425;3;813.699;0.000389272;0
17;1;1;1;19;30.4952;0.00436904;0
17;2.03007;2;0.892341;7;61.9075;0.00389867;0
17;2.92185;3;1.59576;8;89.1024;0.00697195;0
17;3.98948;4;1.4663;6;121.66;0.00640631;0
17;4.89052;5;0.405359;17;149.138;0.00177103;0
17;6.36143;-1;1.37757;1;193.993;0.00601866;0
17;7.46752;-1;0.609247;2;227.724;0.00266182;0
17;8.4142;-1;0.475089;9;256.593;0.00207568;0
17;9.22869;9;0.570348;16;281.431;0.00249187;0
17;10.354;-1;0.312394;10;315.747;0.00136486;0
17;11.4539;-1;0.238144;15;349.291;0.00104046;0
17;12.4001;-1;0.247104;0;378.143;0.00107961;0
17;13.6378;14;0.358786;13;415.886;0.00156755;0
17;14.9336;15;0.123487;5;455.402;0.00053952;0
17;15.9728;16;0.0956792;18;487.095;0.000418026;0
17;17.1265;17;0.10457;4;522.277;0.000456872;0
17;18.1329;18;0.113951;11;552.966;0.000497857;0
17;19.1439;19;0.13012;14;583.797;0.000568498;0
17;23.0597;23;0.0906421;12;703.211;0.000396019;0
17;26.6736;27;0.0969653;3;813.417;0.000423645;0
18;1;1;1;19;30.8362;0.00478338;0
18;2.66023;-1;1.65748;7;82.0312;0.00792835;1
18;2.90571;-1;2.82105;8;89.6009;0.0134941;0
18;3.90513;4;1.65735;6;120.419;0.00792774;0
18;6.29983;-1;1.43781;1;194.263;0.0068776;0
18;7.34762;-1;0.648457;2;226.573;0.00310181;0
18;8.31824;-1;0.453503;9;256.503;0.00216928;0
18;9.15786;9;0.568479;16;282.393;0.00271925;0
18;10.0791;10;0.34198;10;310.802;0.00163582;0
18;11.4339;-1;0.279863;15;352.577;0.00133869;0
18;12.1729;12;0.277615;0;375.366;0.00132794;0
18;13.5033;-1;0.37134;13;416.389;0.00177626;0
18;14.7431;15;0.12841;5;454.62;0.000614234;0
18;15.8255;16;0.0993287;18;487.997;0.000475126;0
18;16.9294;17;0.107848;4;522.037;0.000515878;0
18;17.9253;18;0.116785;11;552.748;0.000558625;0
18;18.8966;19;0.136694;14;582.699;0.000653859;0
18;22.811;23;0.0902823;12;703.404;0.000431854;0
18;26.3919;26;0.0957095;3;813.825;0.000457815;0
18;38.2782;38;0.078209;17;1180.35;0.000374103;1
19;0.293977;-1;0.267751;19;26.3889;0.00461847;0
19;0.913841;-1;0.615798;7;82.0312;0.010622;0
19;1;1;1;8;89.7653;0.0172491;0
19;1.32919;-1;0.576786;6;119.315;0.00994905;0
19;1.88902;-1;0.13631;12;169.569;0.00235123;1
19;2.15576;-1;0.449;1;193.512;0.00774486;0
19;2.53331;-1;0.196926;2;227.404;0.0033968;0
19;2.83747;-1;0.137042;9;254.707;0.00236386;0
19;3.1405;-1;0.170708;16;281.908;0.00294456;0
19;3.45277;-1;0.101896;10;309.939;0.00175762;0
19;4.03731;4;0.139581;15;362.411;0.00240765;0
19;4.14326;-1;0.157741;0;371.921;0.00272089;0
19;4.66927;-1;0.111602;13;419.138;0.00192503;0
19;5.0306;5;0.0392162;5;451.573;0.000676445;0
19;5.44292;-1;0.0314484;18;488.586;0.000542458;0
19;5.84537;6;0.0297075;4;524.711;0.000512428;0
19;6.15523;6;0.0375785;11;552.527;0.000648196;0
19;6.49055;-1;0.0399705;14;582.626;0.000689455;0
19;9.06901;9;0.0286654;3;814.083;0.000494454;0
19;13.1462;13;0.0253789;17;1180.08;0.000437764;0
20;1;1;1;19;29.7221;0.00528457;0
20;3.04661;3;2.49916;8;90.5515;0.013207;0
20;3.98653;4;2.35514;6;118.488;0.0124459;0
20;5.51439;-1;0.441951;12;163.899;0.00233552;0
20;6.49609;-1;1.63293;1;193.077;0.00862932;0
20;7.62502;-1;0.727696;2;226.631;0.00384556;0
20;8.56814;-1;0.474445;9;254.663;0.00250724;0
20;9.50208;-1;0.593128;16;282.421;0.00313442;0
20;10.4667;-1;0.350956;10;311.092;0.00185465;0
20;11.9518;12;0.511383;15;355.233;0.00270244;0
20;12.3133;12;0.5444;0;365.978;0.00287692;0
20;14.018;14;0.420395;13;416.643;0.00222161;0
20;15.1973;15;0.138137;5;451.696;0.000729996;0
20;16.4004;16;0.114287;18;487.454;0.000603956;0
20;17.5699;18;0.113987;4;522.215;0.000602373;0
20;18.7282;19;0.111921;11;556.641;0.000591452;0
20;19.5856;20;0.146823;14;582.123;0.000775895;0
20;23.6915;24;0.0960194;7;704.159;0.000507421;1
20;27.4027;27;0.100829;3;814.465;0.000532836;0
20;39.6905;40;0.0965433;17;1179.68;0.00051019;0
21;1;1;1;19;30.3964;0.00564064;0
21;2.99438;3;2.87319;8;91.0184;0.0162067;0
21;3.88093;-1;2.734;6;117.966;0.0154215;0
21;5.23549;-1;0.512633;12;159.14;0.00289158;0
21;6.45979;-1;1.53002;1;196.354;0.00863031;0
21;7.46132;-1;0.760084;2;226.797;0.00428736;0
21;8.44276;-1;0.445556;9;256.629;0.00251322;0
21;9.29148;-1;0.578547;16;282.427;0.00326338;0
21;10.2473;10;0.343959;10;311.48;0.00194015;0
21;11.9305;12;1.00481;0;362.645;0.00566778;0
21;12.1428;12;0.916029;11;369.098;0.00516699;1
21;13.7075;14;0.430837;13;416.658;0.0024302;0
21;14.8801;15;0.137755;5;452.303;0.000777029;0
21;16.0414;16;0.117932;18;487.6;0.000665212;0
21;17.0735;17;0.101939;4;518.972;0.000575004;0
21;18.688;19;0.124968;15;568.046;0.000704901;1
21;19.0264;19;0.213647;14;578.332;0.00120511;0
21;23.1514;23;0.0965239;7;703.719;0.000544457;0
21;26.8036;27;0.101535;3;814.731;0.000572721;0
21;38.7912;39;0.10477;17;1179.11;0.000590973;0
22;1;1;1;19;32.2545;0.00554341;0
22;2.8409;-1;3.22684;8;91.632;0.0178877;0
22;3.68805;-1;2.95034;6;118.956;0.016355;0
22;5.0865;5;0.483455;12;164.062;0.00267999;0
22;6.00721;6;1.79503;1;193.76;0.00995057;0
22;7.12697;7;0.828611;2;229.877;0.00459333;0
22;7.82552;8;0.481722;9;252.408;0.00267038;0
22;8.75908;9;0.605441;16;282.52;0.00335621;0
22;9.66647;-1;0.407568;10;311.787;0.00225932;0
22;11.01;11;0.956682;11;355.123;0.00530328;1
22;11.1266;11;1.21681;4;358.884;0.0067453;1
22;11.2402;11;1.52947;0;362.547;0.00847849;0
22;12.9215;13;0.475857;13;416.776;0.00263787;0
22;14.0159;14;0.144266;5;452.077;0.000799727;0
22;15.0986;15;0.131267;18;486.997;0.000727667;0
22;17.6262;18;0.192284;15;568.525;0.00106591;0
22;17.8932;18;0.276796;14;577.137;0.00153439;0
22;21.8398;22;0.10547;7;704.434;0.000584664;0
22;25.2738;25;0.110826;3;815.196;0.000614356;0
22;36.5446;37;0.123045;17;1178.73;0.000682088;0
23;1;1;1;19;32.8523;0.00568839;0
23;2.02039;2;1.3736;8;66.3744;0.00781355;0
23;3.16542;-1;4.5084;0;103.991;0.0256456;1
23;3.47761;-1;5.42238;6;114.248;0.0308446;0
23;5.529;-1;0.289258;4;181.641;0.00164541;1
23;5.86121;6;1.98568;1;192.554;0.0112953;0
23;6.93643;7;0.930355;2;227.878;0.00529222;0
23;7.64523;-1;0.489401;9;251.164;0.0027839;0
23;8.62885;-1;0.602404;16;283.478;0.00342671;0
23;9.55416;-1;0.405083;10;313.876;0.00230427;0
23;10.8652;11;0.62254;11;356.946;0.00354125;0
23;12.6863;13;0.495096;13;416.773;0.0028163;0
23;13.7441;14;0.141721;5;451.524;0.000806164;0
23;14.7931;15;0.136123;18;485.988;0.000774318;0
23;15.7691;16;0.116538;12;518.053;0.000662912;1
23;16.9675;17;0.192048;15;557.421;0.00109244;0
23;17.6039;18;0.208022;14;578.33;0.00118331;0
23;21.4489;21;0.109445;7;704.646;0.000622564;0
23;24.8214;25;0.115316;3;815.441;0.000655963;0
23;35.8659;36;0.136963;17;1178.28;0.0007791;0
24;0.25629;-4;0.144631;19;29.142;0.0059463;0
24;0.574013;-1;0.205948;8;65.2694;0.00846721;0
24;0.922085;-1;0.873914;0;104.848;0.0359296;0
24;1;1;1;6;113.707;0.0411134;0
24;1.58637;-1;0.0670412;4;180.382;0.00275629;0
24;1.67028;-1;0.292672;1;189.923;0.0120327;0
24;1.99657;2;0.146123;2;227.025;0.0060076;0
24;2.21479;-1;0.0726146;9;251.838;0.00298544;0
24;2.5064;-1;0.0823946;16;284.997;0.00338753;0
24;2.7582;-1;0.0594679;10;313.628;0.00244493;0
24;3.16854;-1;0.199208;11;360.286;0.00819013;0
24;3.22327;-1;0.158242;12;366.51;0.00650588;1
24;3.69422;-1;0.0686228;13;420.06;0.00282132;0
24;4.02419;4;0.019527;5;457.58;0.000802823;0
24;4.27913;-1;0.0197434;18;486.568;0.00081172;0
24;4.92069;5;0.0334928;15;559.519;0.001377;0
24;5.073;5;0.0355422;14;576.837;0.00146126;0
24;6.19594;-1;0.0159956;7;704.524;0.000657633;0
24;7.17501;7;0.0169917;3;815.852;0.000698588;0
24;10.3599;-1;0.0214106;17;1178;0.000880264;0
25;0.250276;-4;0.125437;19;28.4982;0.00596297;0
25;0.575428;-1;0.195729;8;65.5225;0.00930446;0
25;0.923383;-1;0.859495;0;105.143;0.0408583;0
25;1;1;1;6;113.867;0.0475375;0
25;1.45893;-1;0.0572607;4;166.125;0.00272203;0
25;1.68769;-1;0.244342;1;192.173;0.0116154;0
25;2.01177;2;0.145868;2;229.075;0.0069342;0
25;2.15133;-1;0.083038;9;244.966;0.00394742;0
25;2.49542;-1;0.0743401;16;284.147;0.00353395;0
25;2.75779;-1;0.0553766;10;314.022;0.00263247;0
25;3.16035;-1;0.179992;11;359.861;0.00855637;0
25;3.21517;-1;0.134802;12;366.103;0.00640817;0
25;3.69037;-1;0.0621865;13;420.212;0.00295619;0
25;4.05877;4;0.0166303;5;462.162;0.000790563;0
25;4.24212;-1;0.0167638;18;483.039;0.000796911;0
25;4.99749;5;0.0525705;15;569.051;0.00249907;1
25;5.05992;5;0.0532344;14;576.16;0.00253063;0
25;6.19015;-1;0.0146233;7;704.856;0.000695157;0
25;7.16628;7;0.01553;3;816.006;0.00073826;0
25;10.3426;-1;0.0206558;17;1177.68;0.000981925;0
26;0.257393;-1;0.103717;19;29.3976;0.00604803;0
26;0.577383;-1;0.174689;8;65.9447;0.0101866;0
26;0.92562;-1;0.943731;0;105.718;0.0550315;0
26;1;1;1;6;114.213;0.0583127;0
26;1.46856;-1;0.0601325;4;167.729;0.00350649;0
26;1.68422;-1;0.202259;1;192.36;0.0117943;0
26;2.00054;2;0.118889;2;228.487;0.00693276;0
26;2.18396;-1;0.0627283;9;249.437;0.00365786;0
26;2.55654;-1;0.0648896;16;291.99;0.00378389;0
26;2.67874;-1;0.0547236;10;305.947;0.00319108;0
26;3.13036;-1;0.0953015;11;357.528;0.00555729;0
26;3.6788;-1;0.0525501;13;420.166;0.00306434;0
26;4.05091;4;0.0128454;5;462.667;0.000749049;0
26;4.22942;-1;0.0141426;18;483.055;0.000824692;0
26;4.47176;-1;0.0123924;12;510.734;0.000722636;1
26;4.96979;5;0.048386;15;567.615;0.00282152;0
26;5.03168;5;0.0480143;14;574.684;0.00279985;0
26;6.16995;6;0.0124587;7;704.688;0.000726499;0
26;7.1454;7;0.0132789;3;816.098;0.00077433;0
26;10.3089;-1;0.0185206;17;1177.42;0.00107999;0
27;0.260754;-1;0.0859854;19;29.4291;0.00611573;0
27;0.5831;-1;0.152682;8;65.8095;0.0108596;0
27;0.93387;-1;0.969685;0;105.398;0.068969;0
27;1;1;1;6;112.861;0.0711252;0
