seq;freq_ratio;harmonic;amp_ratio;track;freq;amp;newflag
160;15.2255;15;0.00862052;4;1168.59;0.00188551;0
160;16.2589;16;0.00446329;6;1247.91;0.000976226;1
160;17.2599;17;0.00459932;3;1324.74;0.00100598;1
161;7.69745;-1;0.00216079;8;591.797;0.000469037;1
161;0.732534;-1;0.043905;11;56.3188;0.00953036;0
161;9.67956;-1;0.00535145;12;744.185;0.00116163;0
161;2.56731;-1;0.0389207;14;197.38;0.00844843;0
161;1;1;1;9;76.8822;0.217068;0
161;2.02706;2;0.671221;13;155.845;0.1457;0
161;3.04393;3;0.23963;7;234.024;0.0520159;0
161;4.05637;4;0.323859;16;311.862;0.0702993;0
161;5.07453;5;0.482124;2;390.141;0.104654;0
161;6.08416;6;0.127602;17;467.764;0.0276983;0
161;7.10119;7;0.180545;0;545.955;0.0391904;0
161;8.11978;8;0.0802237;15;624.267;0.017414;0
161;9.12956;9;0.194313;19;701.9;0.042179;0
161;10.1445;10;0.0252811;5;779.931;0.0054877;0
161;11.1654;11;0.100781;18;858.421;0.0218762;0
161;12.1683;12;0.00967034;1;935.527;0.00209912;0
161;13.1666;13;0.0048063;10;1012.28;0.00104329;0
161;15.1987;15;0.00853723;4;1168.51;0.00185316;0
161;16.2292;16;0.00445712;6;1247.74;0.000967496;0
161;17.2281;17;0.00459001;3;1324.53;0.000996342;0
162;10.6859;-1;0.00347226;3;822.347;0.000749221;1
162;7.76621;-1;0.00334771;8;597.656;0.000722348;0
162;0.456836;-1;0.0717379;11;35.1562;0.0154792;0
162;9.67272;-1;0.00540729;12;744.374;0.00116675;0
162;2.56395;-1;0.0390229;14;197.311;0.00842012;0
162;1;1;1;9;76.956;0.215774;0
162;2.02556;2;0.67165;13;155.879;0.144924;0
162;3.04114;3;0.237385;7;234.034;0.0512213;0
162;4.05205;4;0.328577;16;311.829;0.0708983;0
162;5.06891;5;0.486818;2;390.083;0.105043;0
162;6.07963;6;0.129276;17;467.864;0.0278943;0
162;7.0938;7;0.182924;0;545.91;0.0394701;0
162;8.11023;8;0.0809623;15;624.131;0.0174695;0
162;9.12005;9;0.197863;19;701.842;0.0426935;0
162;10.1419;10;0.0257904;5;780.477;0.00556488;0
162;11.1526;11;0.102152;18;858.258;0.0220416;0
162;12.1541;12;0.009836;1;935.329;0.00212235;0
162;13.1465;13;0.00479413;10;1011.7;0.00103445;0
162;15.1846;15;0.00845588;4;1168.54;0.00182456;0
162;16.2171;16;0.00445691;6;1248;0.000961684;0
163;10.659;-1;0.00340899;3;821.201;0.00073017;0
163;7.75721;-1;0.00325176;8;597.639;0.000696491;0
163;8.62712;-1;0.00108237;10;664.659;0.000231831;1
163;0.45632;-1;0.0714638;11;35.1562;0.0153068;0
163;9.62098;-1;0.00504231;12;741.229;0.00108001;0
163;2.57026;-1;0.0369503;14;198.02;0.00791436;0
163;1;1;1;9;77.043;0.214189;0
163;2.02281;2;0.673157;13;155.843;0.144183;0
163;3.03906;3;0.234402;7;234.138;0.0502064;0
163;4.04749;4;0.333977;16;311.831;0.0715343;0
163;5.06345;5;0.491262;2;390.104;0.105223;0
163;6.07153;6;0.13146;17;467.769;0.0281573;0
163;7.08579;7;0.185449;0;545.91;0.0397213;0
163;8.0977;8;0.0818498;15;623.871;0.0175314;0
163;9.10983;9;0.201462;19;701.849;0.043151;0
163;10.142;10;0.026357;5;781.37;0.0056454;0
163;11.1394;11;0.104006;18;858.211;0.0222769;0
163;12.1468;12;0.0098586;1;935.828;0.00211161;0
163;15.166;15;0.00835571;4;1168.43;0.0017897;0
163;16.1977;16;0.00447234;6;1247.92;0.000957927;0
164;7.59451;-1;0.0029213;8;585.938;0.000621054;0
164;8.42991;-1;0.00517298;10;650.391;0.00109975;0
164;0.461932;-1;0.0744031;11;35.6393;0.0158178;0
164;9.52233;-1;0.00412787;12;734.674;0.000877567;0
164;2.55558;-1;0.0370535;14;197.17;0.00787742;0
164;1;1;1;9;77.1528;0.212596;0
164;2.01981;2;0.674728;13;155.834;0.143444;0
164;3.03726;3;0.231355;7;234.333;0.049185;0
164;4.04061;4;0.339127;16;311.744;0.0720969;0
164;5.05588;5;0.496642;2;390.075;0.105584;0
164;6.06444;6;0.133261;17;467.889;0.0283308;0
164;7.07551;7;0.188092;0;545.895;0.0399875;0
164;8.09214;8;0.0830435;15;624.331;0.0176547;0
164;9.09588;9;0.205543;19;701.773;0.0436976;0
164;10.1249;10;0.0266472;5;781.16;0.00566507;0
164;10.6885;11;0.00290655;3;824.645;0.000617919;0
164;11.1222;11;0.105898;18;858.11;0.0225135;0
164;12.1262;12;0.0100453;1;935.573;0.00213558;0
164;15.1465;15;0.0083185;4;1168.6;0.00176848;0
164;16.1767;16;0.00451058;6;1248.08;0.000958929;0
165;6.37204;-1;0.00941887;3;492.188;0.00198722;1
165;7.66162;-1;0.0028353;8;591.797;0.0005982;0
165;8.57191;-1;0.000316276;10;662.109;6.67289E-005;0
165;0.456502;-1;0.0746121;11;35.261;0.0157419;0
165;11.4187;-1;0.00502408;12;881.999;0.00106;1
165;2.55887;-1;0.0370005;14;197.652;0.00780648;0
165;1;1;1;9;77.2418;0.210983;0
165;2.01751;2;0.67604;13;155.836;0.142633;0
165;3.03586;3;0.228872;7;234.495;0.0482881;0
165;4.03609;4;0.344591;16;311.755;0.072703;0
165;5.04982;5;0.5022;2;390.057;0.105956;0
165;6.05812;6;0.135523;17;467.94;0.0285931;0
165;7.06582;7;0.190449;0;545.777;0.0401815;0
165;8.08461;8;0.0837311;15;624.47;0.0176659;0
165;9.08519;9;0.209339;19;701.757;0.044167;0
165;10.1046;10;0.0272238;5;780.495;0.00574377;0
165;11.1075;11;0.107645;18;857.966;0.0227113;0
165;12.1172;12;0.0100824;1;935.951;0.00212722;0
165;15.1309;15;0.00829211;4;1168.74;0.0017495;0
165;16.1572;16;0.00459184;6;1248.01;0.000968802;0
166;6.36182;-1;0.0097405;3;492.188;0.0020406;0
166;9.65999;-1;0.00501769;8;747.353;0.00105119;1
166;8.55816;-1;0.000687631;10;662.109;0.000144057;0
166;0.482876;-1;0.0727251;11;37.3581;0.0152357;0
166;11.3793;-1;0.00533626;12;880.368;0.00111793;0
166;2.54652;-1;0.0357012;14;197.014;0.00747928;0
166;1;1;1;9;77.3658;0.209497;0
166;2.01471;2;0.676815;13;155.87;0.141791;0
166;3.02601;3;0.227183;7;234.11;0.0475942;0
166;4.02879;4;0.349788;16;311.691;0.0732794;0
166;5.04167;5;0.507426;2;390.053;0.106304;0
166;6.05006;6;0.137694;17;468.068;0.0288464;0
166;7.0544;7;0.193027;0;545.77;0.0404386;0
166;8.06413;8;0.0849925;15;623.888;0.0178057;0
166;9.07074;9;0.212981;19;701.766;0.0446188;0
166;10.0786;10;0.0278721;5;779.738;0.00583912;0
166;11.0888;11;0.109739;18;857.894;0.0229899;0
166;12.0906;12;0.0104025;1;935.401;0.00217929;0
166;15.0942;15;0.00826233;4;1167.78;0.00173093;0
166;16.1315;16;0.00471061;6;1248.03;0.000986859;0
167;6.3607;-1;0.00936098;3;492.622;0.0019462;0
167;1.53959;-1;0.0135433;6;119.238;0.00281573;1
167;9.64234;-1;0.00486045;8;746.778;0.00101052;0
167;8.54911;-1;0.00165874;10;662.109;0.000344861;0
167;0.480351;-1;0.0718965;11;37.2021;0.0149477;0
167;11.3666;-1;0.00569701;12;880.316;0.00118444;0
167;2.53324;-1;0.0343439;14;196.194;0.00714029;0
167;1;1;1;9;77.4477;0.207906;0
167;2.01269;2;0.677734;13;155.879;0.140905;0
167;3.02562;3;0.224859;7;234.328;0.0467496;0
167;4.02413;4;0.35504;16;311.66;0.073815;0
167;5.03589;5;0.513641;2;390.019;0.106789;0
167;6.04343;6;0.139545;17;468.05;0.0290121;0
167;7.04625;7;0.195574;0;545.716;0.040661;0
167;8.05303;8;0.0854595;15;623.689;0.0177675;0
167;9.0615;9;0.216667;19;701.792;0.0450463;0
167;10.0742;10;0.0283444;5;780.221;0.00589298;0
167;11.0757;11;0.11188;18;857.784;0.0232606;0
167;12.0732;12;0.0106579;1;935.041;0.00221585;0
167;15.0819;15;0.00829396;4;1168.06;0.00172436;0
168;6.58628;-1;0.000309519;3;510.484;6.38864E-005;0
168;1.52529;-1;0.0151329;6;118.221;0.00312352;0
168;9.63809;-1;0.00478671;8;747.02;0.000988003;0
168;3.51359;-1;0.0011214;10;272.328;0.000231462;1
168;0.479976;-1;0.0698741;11;37.2016;0.0144224;0
168;11.3911;-1;0.00581211;12;882.888;0.00119965;0
168;2.53691;-1;0.0341859;14;196.628;0.00705615;0
168;1;1;1;9;77.5071;0.206405;0
168;2.01145;2;0.677474;13;155.901;0.139834;0
168;3.0225;3;0.221743;7;234.266;0.045769;0
168;4.0214;4;0.360105;16;311.687;0.0743276;0
168;5.03229;5;0.518908;2;390.038;0.107105;0
168;6.03505;6;0.141556;17;467.759;0.0292179;0
168;7.04173;7;0.197915;0;545.784;0.0408507;0
168;8.05319;8;0.0862928;15;624.179;0.0178113;0
168;9.05395;9;0.220537;19;701.745;0.04552;0
168;10.0736;10;0.0288448;5;780.779;0.00595373;0
168;11.0667;11;0.114029;18;857.752;0.0235363;0
168;12.0744;12;0.0105323;1;935.854;0.00217392;0
168;15.0856;15;0.00833243;4;1169.24;0.00171986;0
169;6.37961;-1;0.00929553;3;495.341;0.00190802;0
169;1.49588;-1;0.0145191;6;116.147;0.00298021;0
169;5.72158;-1;0.00475485;8;444.248;0.000975989;1
169;3.62229;-1;0.000428264;10;281.25;8.79062E-005;0
169;0.455704;-1;0.0726668;11;35.3829;0.0149157;0
169;2.51753;-1;0.0329225;14;195.472;0.00675773;0
169;1;1;1;9;77.6443;0.205262;0
169;2.0072;2;0.677957;13;155.848;0.139159;0
169;3.02183;3;0.21922;7;234.628;0.0449976;0
169;4.0134;4;0.364367;16;311.618;0.0747905;0
169;5.02337;5;0.523784;2;390.036;0.107513;0
169;6.02496;6;0.142993;17;467.804;0.029351;0
169;7.02898;7;0.200175;0;545.761;0.0410882;0
169;8.03805;8;0.0869207;15;624.109;0.0178415;0
169;9.03757;9;0.224183;19;701.716;0.0460163;0
169;10.0474;10;0.0294237;5;780.125;0.00603956;0
169;11.0462;11;0.116164;18;857.671;0.0238439;0
169;12.0522;12;0.0106759;1;935.785;0.00219135;0
169;15.0617;15;0.00841946;4;1169.46;0.00172819;0
169;16.0679;16;0.00524542;12;1247.58;0.00107669;1
170;0.754132;-1;0.0213847;3;58.5938;0.00436455;1
170;3.16735;-1;0.0100196;6;246.094;0.00204496;1
170;5.73085;-1;0.00435632;8;445.269;0.00088911;0
170;7.52087;-1;0.00351493;10;584.349;0.000717386;1
170;1;1;1;9;77.6969;0.204097;0
170;2.00645;2;0.67752;13;155.895;0.13828;0
170;3.02155;3;0.218662;7;234.765;0.0446283;0
170;4.00977;4;0.368745;16;311.547;0.0752597;0
170;5.01961;5;0.528894;2;390.008;0.107946;0
170;6.02465;6;0.144727;17;468.097;0.0295382;0
170;7.02247;7;0.202208;0;545.624;0.04127;0
170;8.03345;8;0.0871791;15;624.175;0.017793;0
170;9.03169;9;0.227646;19;701.735;0.0464618;0
170;10.0375;10;0.0299439;5;779.881;0.00611144;0
170;11.0381;11;0.118201;18;857.626;0.0241244;0
170;12.0402;12;0.0109335;1;935.483;0.0022315;0
170;13.0063;13;0.00409941;14;1010.55;0.000836675;1
170;15.0442;15;0.00860204;4;1168.89;0.00175565;0
170;16.0556;16;0.00549731;12;1247.47;0.00112198;0
170;17.0501;17;0.00425531;11;1324.74;0.000868495;1
171;0.448503;-1;0.0713997;3;34.8854;0.0145051;0
171;2.5157;-1;0.0313331;6;195.676;0.00636542;1
171;5.68929;-1;0.00554925;8;442.523;0.00112735;0
171;7.53403;-1;0.00369506;10;586.01;0.000750662;0
171;1;1;1;9;77.7818;0.203153;0
171;2.00507;2;0.676035;13;155.958;0.137339;0
171;3.01149;3;0.216056;7;234.24;0.0438924;0
171;4.00543;4;0.372423;16;311.549;0.0756589;0
171;5.01432;5;0.533219;2;390.023;0.108325;0
171;6.01742;6;0.146564;17;468.046;0.0297749;0
171;7.01531;7;0.204255;0;545.664;0.041495;0
171;8.02411;8;0.0875148;15;624.13;0.0177789;0
171;9.02129;9;0.231271;19;701.693;0.0469835;0
171;10.0253;10;0.0303809;5;779.788;0.00617196;0
171;11.0256;11;0.12009;18;857.59;0.0243966;0
171;12.0277;12;0.0111062;1;935.534;0.00225626;0
171;12.9955;13;0.00402931;14;1010.82;0.000818567;0
171;15.0323;15;0.00873281;4;1169.24;0.0017741;0
171;16.0378;16;0.00576233;12;1247.45;0.00117064;0
171;17.0324;17;0.00419656;11;1324.81;0.000852545;0
172;0.44024;-1;0.0687665;3;34.2663;0.0139092;0
172;2.5435;-1;0.0301841;6;197.975;0.00610527;0
172;6.32343;-1;0.00926345;8;492.188;0.0018737;1
172;11.3452;-1;0.00562274;14;883.061;0.0011373;1
172;1;1;1;9;77.8355;0.202268;0
172;2.0033;2;0.675006;13;155.928;0.136532;0
172;3.01309;3;0.213817;7;234.525;0.0432482;0
172;4.00325;4;0.375888;16;311.595;0.0760301;0
172;5.01069;5;0.537818;2;390.01;0.108783;0
172;6.01217;6;0.14884;17;467.96;0.0301056;0
172;7.00965;7;0.206295;0;545.6;0.0417268;0
172;7.77865;8;0.00309463;10;605.455;0.000625945;1
172;8.01717;8;0.0880339;15;624.021;0.0178064;0
172;9.01538;9;0.234663;19;701.716;0.0474647;0
172;10.0163;10;0.0308001;5;779.62;0.00622987;0
172;11.0179;11;0.122045;18;857.585;0.0246858;0
172;12.0153;12;0.0114301;1;935.218;0.00231194;0
172;15.0234;15;0.00892091;4;1169.36;0.00180441;0
172;16.0236;16;0.00605909;12;1247.2;0.00122556;0
172;17.0263;17;0.00414868;11;1325.25;0.000839145;0
173;0.444724;-1;0.0670431;3;34.6235;0.0135132;0
173;2.51731;-1;0.0295464;6;195.983;0.00595537;0
173;6.32192;-1;0.00956597;8;492.188;0.00192812;0
173;7.55312;-1;0.00412812;10;588.041;0.000832065;0
173;8.42923;-1;0.00373739;11;656.25;0.000753309;1
173;11.3567;-1;0.00537362;14;884.166;0.00108311;0
173;1;1;1;9;77.8541;0.20156;0
173;2.00289;2;0.672831;13;155.933;0.135616;0
173;3.01283;3;0.211323;7;234.561;0.0425942;0
173;4.00208;4;0.378843;16;311.578;0.0763596;0
173;5.00954;5;0.541333;2;390.013;0.109111;0
173;6.00723;6;0.150447;17;467.687;0.030324;0
173;7.00944;7;0.208013;0;545.713;0.0419272;0
173;8.01229;8;0.0878825;15;623.79;0.0177136;0
173;9.01326;9;0.237941;19;701.719;0.0479594;0
173;10.0107;10;0.0312237;5;779.373;0.00629345;0
173;11.0156;11;0.123808;18;857.609;0.0249547;0
173;12.0172;12;0.0114741;1;935.589;0.00231272;0
173;15.0186;15;0.00914927;4;1169.26;0.00184413;0
173;16.0195;16;0.0063557;12;1247.18;0.00128106;0
174;0.428578;-1;0.0675012;3;33.3755;0.0135695;0
174;2.53164;-1;0.0290426;6;197.151;0.00583831;0
174;3.31059;-1;0.00803652;8;257.812;0.00161555;1
174;7.48123;-1;0.00506057;10;582.601;0.00101731;0
174;11.3404;-1;0.00524953;14;883.135;0.00105529;0
174;1;1;1;9;77.875;0.201026;0
174;2.00248;2;0.669514;13;155.943;0.13459;0
174;3.01585;3;0.209141;7;234.859;0.0420428;0
174;4.00157;4;0.381306;16;311.623;0.0766525;0
174;5.00816;5;0.544404;2;390.011;0.109439;0
174;6.00787;6;0.152176;17;467.863;0.0305914;0
174;7.00601;7;0.209762;0;545.593;0.0421676;0
174;8.01135;8;0.0884744;15;623.884;0.0177857;0
174;9.01062;9;0.241268;19;701.702;0.0485012;0
174;10.0061;10;0.0316327;5;779.222;0.00635899;0
174;11.0124;11;0.125349;18;857.59;0.0251985;0
174;12.0179;12;0.0115914;1;935.892;0.00233016;0
174;15.0159;15;0.00932055;4;1169.36;0.00187367;0
174;16.0143;16;0.00667568;12;1247.11;0.00134198;0
174;17.0247;17;0.0040685;11;1325.8;0.000817875;1
175;0.430853;-1;0.0675615;3;33.5601;0.013574;0
175;2.52649;-1;0.0282143;6;196.794;0.00566863;0
175;3.38554;-1;0.00711844;8;263.707;0.00143019;0
175;1.32991;-1;0.01961;10;103.59;0.00393992;1
175;11.3595;-1;0.00485395;14;884.814;0.000975223;0
175;1;1;1;9;77.8921;0.200913;0
175;2.00138;2;0.666723;13;155.892;0.133954;0
175;3.01331;3;0.207819;7;234.713;0.0417537;0
175;4.00042;4;0.383198;16;311.601;0.0769897;0
175;5.00686;5;0.546393;2;389.995;0.109778;0
175;6.0046;6;0.153866;17;467.711;0.0309138;0
175;7.00408;7;0.210747;0;545.562;0.0423418;0
175;8.01079;8;0.0881009;15;623.977;0.0177006;0
175;9.00869;9;0.243985;19;701.705;0.0490198;0
175;10.0013;10;0.0319562;5;779.021;0.00642043;0
175;11.0104;11;0.126634;18;857.625;0.0254424;0
175;12.0071;12;0.0120138;1;935.26;0.00241373;0
175;15.0114;15;0.00951618;4;1169.27;0.00191193;0
175;16.0126;16;0.00697567;12;1247.25;0.00140151;0
175;20.0094;20;0.00411565;11;1558.58;0.00082689;0
176;0.455328;-1;0.066789;3;35.4417;0.0133862;0
176;2.5375;-1;0.0265808;6;197.513;0.00532744;0
176;3.504;-1;0.00619497;8;272.744;0.00124163;0
176;1.32391;-1;0.0193822;10;103.05;0.00388466;0
176;5.56742;-1;0.00469045;11;433.355;0.000940081;1
176;11.3557;-1;0.00459068;14;883.903;0.000920085;0
176;1;1;1;9;77.8377;0.200425;0
176;2.0037;2;0.663187;13;155.963;0.132919;0
176;3.01199;3;0.20669;7;234.446;0.0414258;0
176;4.00322;4;0.385645;16;311.601;0.0772927;0
176;5.00989;5;0.549551;2;389.958;0.110144;0
176;6.0094;6;0.155268;17;467.758;0.0311196;0
176;7.00935;7;0.212466;0;545.592;0.0425835;0
176;8.01768;8;0.0879691;15;624.078;0.0176312;0
176;9.01472;9;0.247496;19;701.685;0.0496042;0
176;10.0092;10;0.0322038;5;779.094;0.00645443;0
176;11.0182;11;0.128075;18;857.635;0.0256694;0
176;12.0057;12;0.0122143;1;934.496;0.00244804;0
176;15.022;15;0.00970431;4;1169.28;0.00194498;0
176;16.0225;16;0.00731174;12;1247.15;0.00146545;0
177;0.753909;-1;0.0191027;3;58.5938;0.00383107;1
177;2.52038;-1;0.0269736;6;195.884;0.00540959;0
177;3.40477;-1;0.0067458;8;264.618;0.00135288;0
177;7.53909;-1;0.0057547;10;585.938;0.00115411;1
177;5.62141;-1;0.00544454;11;436.895;0.00109191;0
177;1;1;1;9;77.7199;0.200551;0
177;2.00632;2;0.65888;13;155.931;0.132139;0
177;3.01773;3;0.203746;7;234.537;0.0408615;0
177;4.01114;4;0.38709;16;311.746;0.0776314;0
177;5.0175;5;0.550667;2;389.959;0.110437;0
177;6.01511;6;0.157595;17;467.494;0.0316058;0
177;7.01944;7;0.213404;0;545.55;0.0427985;0
177;8.03016;8;0.0880731;15;624.103;0.0176632;0
177;9.0285;9;0.250194;19;701.694;0.0501766;0
177;10.0217;10;0.0323815;5;778.884;0.00649415;0
177;11.0349;11;0.12895;18;857.628;0.0258611;0
177;12.0328;12;0.0125062;1;935.187;0.00250814;0
177;15.0437;15;0.00988715;4;1169.19;0.00198288;0
177;16.049;16;0.0075953;12;1247.33;0.00152325;0
177;20.0512;20;0.00441488;14;1558.38;0.000885409;1
178;0.75454;-1;0.0161015;3;58.5938;0.00322669;0
178;2.55112;-1;0.0256045;6;198.107;0.00513105;0
178;7.46391;-1;0.00499195;10;579.61;0.00100037;0
178;5.65905;-1;0.00646557;11;439.453;0.00129568;0
178;1;1;1;9;77.655;0.200396;0
178;2.00747;2;0.655404;13;155.89;0.13134;0
178;3.02169;3;0.201611;7;234.65;0.0404021;0
178;4.01401;4;0.389132;16;311.708;0.0779806;0
178;5.02148;5;0.552346;2;389.943;0.110688;0
178;6.01939;6;0.159293;17;467.435;0.0319217;0
178;7.02614;7;0.214801;0;545.615;0.0430453;0
178;8.03407;8;0.0884542;15;623.885;0.0177259;0
178;9.03584;9;0.253489;19;701.678;0.0507983;0
178;10.0272;10;0.0326213;5;778.662;0.00653719;0
178;11.0442;11;0.130102;18;857.64;0.026072;0
178;12.0416;12;0.0127707;1;935.087;0.00255921;0
178;15.0554;15;0.0101275;4;1169.12;0.00202951;0
178;16.0624;16;0.00789173;12;1247.32;0.00158147;0
178;17.089;17;0.0041818;8;1327.05;0.000838017;1
178;20.0672;20;0.00456097;14;1558.32;0.000914001;0
179;0.755044;-1;0.017341;3;58.5938;0.003475;0
179;2.54438;-1;0.0243431;6;197.452;0.00487816;0
179;8.53199;-1;0.000763464;8;662.109;0.000152992;1
179;7.57519;-1;0.00534565;10;587.858;0.00107122;0
179;5.58484;-1;0.00536189;11;433.401;0.00107448;0
179;6.39732;-1;0.00651856;14;496.452;0.00130627;1
179;1;1;1;9;77.6031;0.200392;0
179;2.00881;2;0.651481;13;155.89;0.130552;0
179;3.02785;3;0.199941;7;234.971;0.0400664;0
179;4.01738;4;0.391184;16;311.761;0.0783901;0
179;5.02403;5;0.553946;2;389.881;0.111006;0
179;6.02713;6;0.159468;17;467.724;0.0319562;0
179;7.03004;7;0.215808;0;545.553;0.0432462;0
179;8.04173;8;0.088535;15;624.064;0.0177417;0
179;9.04174;9;0.256745;19;701.667;0.0514496;0
179;10.0327;10;0.0328175;5;778.572;0.00657636;0
179;11.0517;11;0.131117;18;857.648;0.0262748;0
179;12.0473;12;0.013074;1;934.907;0.00261992;0
179;15.0624;15;0.0103418;4;1168.89;0.00207241;0
179;16.0731;16;0.00816935;12;1247.32;0.00163707;0
180;0.453146;-1;0.0655073;3;35.1562;0.0131088;0
180;2.54808;-1;0.023707;6;197.687;0.00474408;0
180;8.53424;-1;0.000742599;8;662.109;0.000148604;0
180;7.52663;-1;0.00524781;10;583.936;0.00105015;0
180;6.37334;-1;0.00699185;14;494.461;0.00139916;0
180;1;1;1;9;77.5827;0.200113;0
180;2.0097;2;0.648623;13;155.918;0.129798;0
180;3.02185;3;0.199037;7;234.443;0.0398299;0
180;4.01861;4;0.394157;16;311.774;0.0788759;0
180;5.02511;5;0.555953;2;389.862;0.111253;0
180;6.02803;6;0.161974;17;467.671;0.032413;0
180;7.03084;7;0.217158;0;545.471;0.0434561;0
180;8.04413;8;0.08868;15;624.085;0.017746;0
180;9.04414;9;0.260219;19;701.669;0.0520731;0
180;10.0337;10;0.033028;5;778.44;0.00660931;0
180;11.0552;11;0.132308;18;857.695;0.0264765;0
180;12.05;12;0.0133464;1;934.873;0.00267078;0
180;15.0637;15;0.0106237;4;1168.68;0.00212593;0
180;16.0792;16;0.00843547;12;1247.47;0.00168804;0
180;20.0878;20;0.00486957;11;1558.46;0.000974463;1
181;0.455844;-1;0.0682065;3;35.3298;0.0136517;0
181;2.55228;-1;0.0233367;6;197.812;0.00467089;0
181;7.56992;-1;0.00506465;10;586.7;0.0010137;0
181;6.40208;-1;0.0063861;14;496.188;0.00127819;0
181;1;1;1;9;77.5041;0.200152;0
181;2.0121;2;0.644834;13;155.946;0.129065;0
181;3.02368;3;0.197862;7;234.348;0.0396025;0
181;4.02221;4;0.396477;16;311.737;0.0793556;0
181;5.02972;5;0.557324;2;389.824;0.11155;0
181;6.03502;6;0.163345;17;467.739;0.0326939;0
181;7.03768;7;0.218405;0;545.449;0.0437142;0
181;8.05301;8;0.0892708;15;624.141;0.0178677;0
181;9.0528;9;0.263589;19;701.629;0.0527579;0
181;10.0467;10;0.032998;5;778.662;0.00660461;0
181;11.0659;11;0.133034;18;857.653;0.026627;0
181;12.064;12;0.0135364;1;935.006;0.00270933;0
181;15.0787;15;0.0108945;4;1168.66;0.00218055;0
181;16.0974;16;0.0086535;12;1247.61;0.00173201;0
181;17.1167;17;0.00437648;8;1326.61;0.000875961;1
181;20.1089;20;0.00502431;11;1558.52;0.00100562;0
182;0.467393;-1;0.06838;3;36.1916;0.0136898;0
182;2.55629;-1;0.0228043;6;197.941;0.00456544;0
182;7.57168;-1;0.00500343;10;586.297;0.00100169;0
182;6.44059;-1;0.00578182;14;498.714;0.00115753;0
182;1;1;1;9;77.433;0.200201;0
182;2.01316;2;0.641829;13;155.885;0.128495;0
182;3.02836;3;0.195847;7;234.495;0.0392088;0
182;4.02668;4;0.399409;16;311.797;0.0799622;0
182;5.03429;5;0.55804;2;389.82;0.11172;0
182;6.03834;6;0.164838;17;467.567;0.0330007;0
182;7.04507;7;0.219371;0;545.521;0.0439184;0
182;8.05699;8;0.0895733;15;623.877;0.0179327;0
182;9.06101;9;0.266738;19;701.621;0.0534013;0
182;10.0547;10;0.033084;5;778.567;0.00662345;0
182;11.0761;11;0.133748;18;857.653;0.0267764;0
182;12.0772;12;0.0137151;1;935.172;0.00274577;0
182;15.0917;15;0.011133;4;1168.6;0.00222883;0
182;16.1137;16;0.00884522;12;1247.74;0.00177082;0
182;17.1315;17;0.00449008;8;1326.55;0.00089892;0
182;20.1273;20;0.0051713;11;1558.52;0.0010353;0
183;0.468879;-1;0.0676264;3;36.2765;0.0135431;0
183;2.574;-1;0.0236021;6;199.146;0.00472665;0
183;3.42563;-1;0.00486268;8;265.036;0.000973817;1
183;7.57333;-1;0.00482366;10;585.938;0.000966003;0
183;6.35555;-1;0.00547372;14;491.72;0.00109619;0
183;1;1;1;9;77.3685;0.200264;0
183;2.01432;2;0.639012;13;155.845;0.127971;0
183;3.02997;3;0.193373;7;234.425;0.0387255;0
183;4.02961;4;0.402174;16;311.765;0.0805408;0
183;5.03822;5;0.558995;2;389.8;0.111946;0
183;6.0422;6;0.166091;17;467.476;0.0332619;0
183;7.05263;7;0.220462;0;545.652;0.0441505;0
183;8.06321;8;0.0900056;15;623.838;0.0180249;0
183;9.0678;9;0.270158;19;701.562;0.0541029;0
183;10.0628;10;0.0331658;5;778.546;0.0066419;0
183;11.0851;11;0.134369;18;857.637;0.0269093;0
183;12.0863;12;0.0140089;1;935.096;0.00280547;0
183;15.1029;15;0.0113502;4;1168.49;0.00227303;0
183;16.124;16;0.00902237;12;1247.49;0.00180685;0
183;20.1439;20;0.00531617;11;1558.5;0.00106464;0
184;0.478388;-1;0.0676279;3;36.9852;0.0135445;0
184;2.54283;-1;0.0234463;6;196.592;0.00469583;0
184;3.43616;-1;0.00706203;8;265.656;0.00141438;0
184;7.57886;-1;0.00445601;10;585.938;0.000892449;0
184;1;1;1;9;77.3121;0.20028;0
184;2.01561;2;0.636381;13;155.831;0.127454;0
184;3.03755;3;0.192525;7;234.84;0.038559;0
184;4.03216;4;0.405576;16;311.735;0.0812287;0
184;5.04152;5;0.560304;2;389.77;0.112218;0
184;6.04904;6;0.167391;17;467.664;0.033525;0
184;7.05568;7;0.221497;0;545.489;0.0443614;0
184;8.06769;8;0.0904623;15;623.73;0.0181178;0
184;9.07402;9;0.273481;19;701.532;0.0547727;0
184;10.0704;10;0.0332514;5;778.563;0.00665959;0
184;11.093;11;0.134979;18;857.621;0.0270336;0
184;12.0922;12;0.0143836;1;934.877;0.00288074;0
184;15.1105;15;0.0115102;4;1168.23;0.00230527;0
184;16.1371;16;0.00916992;12;1247.6;0.00183655;0
184;17.1522;17;0.0047213;14;1326.08;0.000945582;1
184;20.1587;20;0.00546603;11;1558.51;0.00109474;0
185;0.478908;-1;0.0692051;3;37.0028;0.0138609;0
185;2.56799;-1;0.0218401;6;198.416;0.0043743;0
185;3.55504;-1;0.00734636;8;274.68;0.00147138;0
185;7.65931;-1;0.00158824;10;591.797;0.000318105;0
185;1;1;1;9;77.265;0.200288;0
185;2.01694;2;0.634209;13;155.839;0.127024;0
185;3.03389;3;0.192256;7;234.413;0.0385064;0
