seq;freq_ratio;harmonic;amp_ratio;track;freq;amp;newflag
371;4.00498;4;0.538219;16;311.226;0.121539;0
371;5.00464;5;0.552038;2;388.909;0.12466;0
371;6.00685;6;0.21441;17;466.79;0.0484174;0
371;7.00796;7;0.244849;0;544.586;0.055291;0
371;8.00734;8;0.120301;15;622.247;0.027166;0
371;9.009;9;0.394722;19;700.086;0.0891351;0
371;10.0123;10;0.0456311;5;778.054;0.0103043;0
371;11.0107;11;0.161581;18;855.64;0.0364877;0
371;12.0136;12;0.0292357;1;933.571;0.00660193;0
371;13.0231;13;0.00713423;10;1012.02;0.00161103;0
371;15.0229;15;0.0192515;4;1167.42;0.00434731;0
371;16.0143;16;0.0151101;12;1244.47;0.00341211;0
371;17.0308;17;0.00912109;6;1323.46;0.0020597;0
371;19.0214;19;0.00434549;14;1478.15;0.000981287;0
372;0.576193;-1;0.00719369;3;44.7836;0.00162428;1
372;10.384;-1;0.00409099;8;807.081;0.000923716;1
372;7.59488;-1;0.00353668;11;590.299;0.000798557;0
372;1;1;1;9;77.7233;0.225793;0
372;2.00143;2;0.291905;13;155.558;0.0659101;0
372;3.00264;3;0.50373;7;233.375;0.113738;0
372;4.00442;4;0.537989;16;311.237;0.121474;0
372;5.00343;5;0.551416;2;388.883;0.124506;0
372;6.00708;6;0.213847;17;466.89;0.0482851;0
372;7.00507;7;0.244587;0;544.457;0.0552259;0
372;8.00659;8;0.120026;15;622.298;0.0271009;0
372;9.0078;9;0.395036;19;700.116;0.0891962;0
372;10.0065;10;0.0457048;5;777.736;0.0103198;0
372;11.0092;11;0.16126;18;855.669;0.0364113;0
372;12.0089;12;0.0293758;1;933.371;0.00663285;0
372;13.0185;13;0.00709761;10;1011.84;0.00160259;0
372;15.0168;15;0.0190824;4;1167.15;0.00430866;0
372;16.0269;16;0.0153134;12;1245.67;0.00345764;0
372;17.0263;17;0.00908422;6;1323.34;0.00205115;0
372;19.0158;19;0.0044011;14;1477.97;0.000993735;0
373;0.570088;-1;0.00748063;3;44.3161;0.0016892;0
373;10.3995;-1;0.00430524;8;808.413;0.000972162;0
373;7.63304;-1;0.00385926;11;593.358;0.000871458;0
373;1;1;1;9;77.7356;0.225809;0
373;2.00128;2;0.291917;13;155.571;0.0659176;0
373;3.00128;3;0.503786;7;233.306;0.11376;0
373;4.00383;4;0.537798;16;311.24;0.12144;0
373;5.00255;5;0.550737;2;388.876;0.124362;0
373;6.00524;6;0.214224;17;466.821;0.0483737;0
373;7.00431;7;0.244005;0;544.484;0.0550985;0
373;8.00881;8;0.120092;15;622.57;0.0271179;0
373;9.00634;9;0.394941;19;700.113;0.0891814;0
373;10.0082;10;0.0458051;5;777.991;0.0103432;0
373;11.0076;11;0.160972;18;855.684;0.0363489;0
373;12.0056;12;0.0295716;1;933.266;0.00667753;0
373;13.0286;13;0.00687171;10;1012.79;0.0015517;0
373;15.012;15;0.0190055;4;1166.96;0.00429161;0
373;16.0129;16;0.0152386;12;1244.77;0.00344103;0
373;17.0202;17;0.00905346;6;1323.07;0.00204436;0
373;19.0065;19;0.00444688;14;1477.48;0.00100415;0
374;2.7402;-1;0.00683341;3;212.956;0.00154203;1
374;10.4799;-1;0.00417431;8;814.453;0.000941977;0
374;11.5379;-1;0.00222267;11;896.679;0.00050157;1
374;1;1;1;9;77.7157;0.225661;0
374;2.00356;2;0.291543;13;155.708;0.0657898;0
374;3.00308;3;0.503274;7;233.387;0.113569;0
374;4.00447;4;0.537888;16;311.21;0.12138;0
374;5.00406;5;0.550832;2;388.894;0.124301;0
374;6.00814;6;0.213827;17;466.927;0.0482523;0
374;7.00585;7;0.244196;0;544.464;0.0551053;0
374;8.00736;8;0.120081;15;622.298;0.0270976;0
374;9.00894;9;0.395422;19;700.136;0.0892311;0
374;10.0161;10;0.0459436;5;778.409;0.0103677;0
374;11.0095;11;0.16099;18;855.61;0.0363291;0
374;12.0026;12;0.0298393;1;932.794;0.00673355;0
374;13.0202;13;0.00688546;10;1011.88;0.00155378;0
374;15.0141;15;0.019019;4;1166.83;0.00429183;0
374;16.0294;16;0.0155653;12;1245.73;0.00351248;0
374;17.023;17;0.0090119;6;1322.95;0.00203363;0
374;19.0097;19;0.00450897;14;1477.35;0.0010175;0
375;2.63804;-1;0.00705602;3;205.078;0.00159233;0
375;10.3959;-1;0.00495391;8;808.168;0.00111795;0
375;11.5545;-1;0.00243614;11;898.236;0.000549761;0
375;1;1;1;9;77.7389;0.225669;0
375;2.00082;2;0.291989;13;155.541;0.0658929;0
375;3.00158;3;0.503643;7;233.339;0.113657;0
375;4.00339;4;0.537858;16;311.219;0.121378;0
375;5.00251;5;0.550139;2;388.89;0.124149;0
375;6.00497;6;0.214366;17;466.82;0.0483759;0
375;7.00363;7;0.243774;0;544.455;0.0550122;0
375;8.0061;8;0.120138;15;622.386;0.0271114;0
375;9.00617;9;0.39516;19;700.13;0.0891754;0
375;10.0154;10;0.0459968;5;778.585;0.0103801;0
375;9.72305;10;0.00312161;14;755.859;0.00070445;1
375;11.0073;11;0.160643;18;855.695;0.0362521;0
375;12.0015;12;0.0300504;1;932.983;0.00678144;0
375;13.0269;13;0.00665562;10;1012.7;0.00150197;0
375;15.0072;15;0.0190606;4;1166.65;0.00430139;0
375;16.024;16;0.0156068;12;1245.69;0.00352198;0
375;17.0144;17;0.00897624;6;1322.68;0.00202566;0
376;2.53386;-1;0.0114029;3;196.963;0.00257147;0
376;10.3784;-1;0.0053366;8;806.738;0.00120346;0
376;6.55758;-1;0.0047662;11;509.736;0.00107483;1
376;1;1;1;9;77.7323;0.22551;0
376;2.00028;2;0.292396;13;155.487;0.0659383;0
376;3.00303;3;0.502839;7;233.432;0.113395;0
376;4.00332;4;0.538126;16;311.187;0.121353;0
376;5.00323;5;0.550187;2;388.912;0.124073;0
376;6.00541;6;0.214131;17;466.814;0.0482888;0
376;7.00564;7;0.243418;0;544.565;0.0548932;0
376;8.00669;8;0.120129;15;622.378;0.0270903;0
376;9.00706;9;0.395407;19;700.14;0.0891683;0
376;10.0164;10;0.0456577;5;778.601;0.0102963;0
376;9.72387;10;0.00313812;14;755.859;0.000707678;0
376;11.0079;11;0.160518;18;855.67;0.0361985;0
376;12.0034;12;0.0302665;1;933.054;0.00682541;0
376;13.0185;13;0.00662013;10;1011.96;0.00149291;0
376;15.0061;15;0.0191709;4;1166.46;0.00432323;0
376;16.0268;16;0.0155216;12;1245.8;0.00350028;0
376;17.0122;17;0.00894646;6;1322.4;0.00201752;0
377;2.56197;-1;0.012171;3;199.219;0.00274415;0
377;10.4531;-1;0.00501065;8;812.828;0.00112973;0
377;6.49393;-1;0.0043442;11;504.967;0.00097947;0
377;0.452113;-1;0.00368398;14;35.1562;0.000830612;1
377;1;1;1;9;77.7599;0.225466;0
377;2.00168;2;0.291541;13;155.65;0.0657327;0
377;3.00177;3;0.503217;7;233.418;0.113458;0
377;4.00182;4;0.538258;16;311.181;0.121359;0
377;5.0016;5;0.549885;2;388.924;0.12398;0
377;6.00446;6;0.214068;17;466.906;0.0482649;0
377;7.00162;7;0.243423;0;544.445;0.0548836;0
377;8.00295;8;0.120036;15;622.308;0.027064;0
377;9.00419;9;0.395473;19;700.165;0.0891656;0
377;10.0042;10;0.0462646;5;777.926;0.0104311;0
377;11.0044;11;0.1603;18;855.703;0.0361421;0
377;11.9997;12;0.0305004;1;933.098;0.0068768;0
377;13.0124;13;0.0065181;10;1011.84;0.00146961;0
377;14.9989;15;0.0192914;4;1166.31;0.00434955;0
377;16.0199;16;0.0154395;12;1245.71;0.00348108;0
377;17.0058;17;0.0088452;6;1322.37;0.00199429;0
378;2.59783;-1;0.0116233;3;202.044;0.00261988;0
378;10.4165;-1;0.00547624;8;810.134;0.00123434;0
378;6.4791;-1;0.00370552;11;503.906;0.000835218;0
378;7.51751;-1;0.00444475;14;584.668;0.00100184;1
378;1;1;1;9;77.7741;0.225399;0
378;2.00337;2;0.290836;13;155.811;0.0655541;0
378;3.00063;3;0.503525;7;233.371;0.113494;0
378;4.00089;4;0.538507;16;311.166;0.121379;0
378;5.00053;5;0.549272;2;388.912;0.123805;0
378;6.00477;6;0.214002;17;467.016;0.0482358;0
378;7.00013;7;0.243197;0;544.429;0.0548162;0
378;8.00457;8;0.120071;15;622.549;0.0270638;0
378;9.00266;9;0.395377;19;700.174;0.0891174;0
378;10.007;10;0.0465078;5;778.287;0.0104828;0
378;11.0025;11;0.16024;18;855.712;0.0361178;0
378;11.9949;12;0.0306327;1;932.891;0.00690457;0
378;13.0194;13;0.00631789;10;1012.57;0.00142404;0
378;14.9941;15;0.0194189;4;1166.16;0.004377;0
378;16.0166;16;0.0152988;12;1245.68;0.00344832;0
378;17.0003;17;0.0087713;6;1322.18;0.00197704;0
379;11.3831;-1;0.0030546;3;885.249;0.000687915;1
379;7.60174;-1;0.00443364;14;591.177;0.000998483;0
379;1;1;1;9;77.7687;0.225206;0
379;2.00105;2;0.2912;13;155.619;0.06558;0
379;3.00262;3;0.50282;7;233.509;0.113238;0
379;4.00092;4;0.538991;16;311.146;0.121384;0
379;5.00104;5;0.549433;2;388.925;0.123736;0
379;6.00509;6;0.213669;17;467.008;0.0481195;0
379;7.00107;7;0.243046;0;544.464;0.0547354;0
379;8.00157;8;0.120101;15;622.271;0.0270474;0
379;9.00347;9;0.395566;19;700.188;0.089084;0
379;10.0089;10;0.0466681;5;778.379;0.0105099;0
379;11.0031;11;0.16037;18;855.696;0.0361164;0
379;11.9911;12;0.0308547;1;932.533;0.00694867;0
379;13.0093;13;0.0063389;10;1011.71;0.00142756;0
379;13.9483;14;0.00279001;11;1084.74;0.000628326;1
379;14.993;15;0.0195562;4;1165.99;0.00440417;0
379;16.0177;16;0.0151154;12;1245.68;0.00340408;0
379;16.9999;17;0.00870186;6;1322.06;0.00195971;0
379;18.9929;19;0.00473565;8;1477.05;0.0010665;1
380;11.4047;-1;0.00296322;3;887.181;0.000667143;0
380;10.3914;-1;0.00560055;11;808.359;0.00126092;1
380;7.57359;-1;0.00475384;14;589.157;0.00107029;0
380;1;1;1;9;77.791;0.225141;0
380;2.00077;2;0.290491;13;155.642;0.0654016;0
380;3.00069;3;0.503211;7;233.427;0.113294;0
380;3.99964;4;0.539311;16;311.136;0.121421;0
380;4.99962;5;0.548982;2;388.926;0.123599;0
380;6.00169;6;0.214121;17;466.877;0.0482074;0
380;6.99988;7;0.242718;0;544.528;0.0546459;0
380;7.99764;8;0.120263;15;622.145;0.0270763;0
380;9.00124;9;0.395402;19;700.216;0.0890214;0
380;10.0061;10;0.0469426;5;778.389;0.0105687;0
380;11.001;11;0.160261;18;855.782;0.0360815;0
380;11.9922;12;0.0308796;1;932.887;0.00695228;0
380;13.0177;13;0.00612279;10;1012.66;0.00137849;0
380;14.9874;15;0.0196674;4;1165.88;0.00442794;0
380;16.0128;16;0.0148944;12;1245.65;0.00335334;0
380;16.9964;17;0.00859309;6;1322.16;0.00193466;0
380;18.9877;19;0.00475893;8;1477.07;0.00107143;0
381;5.42368;-1;0.00617161;3;421.875;0.00138801;1
381;10.4198;-1;0.0056342;11;810.492;0.00126715;0
381;7.66542;-1;0.00323939;14;596.246;0.000728549;0
381;1;1;1;9;77.7839;0.224903;0
381;2.00066;2;0.290272;13;155.619;0.0652831;0
381;3.00205;3;0.502803;7;233.511;0.113082;0
381;3.99976;4;0.539904;16;311.117;0.121426;0
381;5.00056;5;0.549478;2;388.963;0.123579;0
381;6.00373;6;0.213572;17;466.993;0.0480329;0
381;7.00036;7;0.242763;0;544.515;0.0545982;0
381;7.99967;8;0.12039;15;622.245;0.0270762;0
381;9.00185;9;0.396159;19;700.199;0.0890973;0
381;10.0037;10;0.0471178;5;778.128;0.0105969;0
381;11.0011;11;0.160272;18;855.709;0.0360456;0
381;11.9935;12;0.0308893;1;932.901;0.0069471;0
381;13.0078;13;0.00615768;10;1011.8;0.00138488;0
381;14.9886;15;0.0197817;4;1165.87;0.00444897;0
381;16.0135;16;0.014674;12;1245.6;0.00330022;0
381;16.9938;17;0.00857863;6;1321.84;0.00192936;0
381;18.9876;19;0.00477746;8;1476.93;0.00107446;0
382;5.72367;-1;0.00193372;3;445.312;0.000434697;1
382;9.69425;-1;0.00236753;8;754.231;0.000532218;1
382;10.3691;-1;0.00575984;11;806.732;0.00129481;0
382;7.62291;-1;0.00341685;14;593.076;0.000768103;0
382;1;1;1;9;77.8019;0.224799;0
382;1.99984;2;0.289725;13;155.591;0.0651299;0
382;3.00093;3;0.502946;7;233.478;0.113062;0
382;3.99879;4;0.540294;16;311.113;0.121457;0
382;4.99956;5;0.549385;2;388.975;0.123501;0
382;6.00273;6;0.212964;17;467.024;0.0478741;0
382;6.99774;7;0.24243;0;544.437;0.054498;0
382;8.00034;8;0.120421;15;622.441;0.0270706;0
382;9.00013;9;0.396051;19;700.227;0.0890318;0
382;9.99929;10;0.0474771;5;777.964;0.0106728;0
382;10.9995;11;0.160164;18;855.78;0.0360047;0
382;11.9934;12;0.0308909;1;933.109;0.00694423;0
382;13.0048;13;0.00608433;10;1011.79;0.00136775;0
382;14.985;15;0.0198599;4;1165.86;0.00446449;0
382;16.0079;16;0.0144816;12;1245.45;0.00325545;0
382;16.9898;17;0.00849343;6;1321.84;0.00190931;0
383;5.49686;-1;0.00304315;3;427.734;0.000683624;0
383;2.56018;-1;0.0111567;8;199.219;0.00250628;1
383;10.356;-1;0.00581193;11;805.843;0.00130561;0
383;11.5392;-1;0.0035641;14;897.918;0.000800653;1
383;1;1;1;9;77.8143;0.224644;0
383;2.00177;2;0.288565;13;155.766;0.0648244;0
383;3.0001;3;0.50299;7;233.451;0.112994;0
383;3.99801;4;0.540785;16;311.102;0.121484;0
383;4.99871;5;0.549386;2;388.971;0.123416;0
383;6.00163;6;0.212787;17;467.013;0.0478013;0
383;6.99843;7;0.242262;0;544.578;0.0544226;0
383;7.99782;8;0.120372;15;622.345;0.0270408;0
383;8.99838;9;0.39668;19;700.203;0.0891117;0
383;10.0026;10;0.0477302;5;778.346;0.0107223;0
383;10.9969;11;0.160236;18;855.716;0.0359961;0
383;11.9859;12;0.0307764;1;932.672;0.00691373;0
383;13.0008;13;0.00604151;10;1011.65;0.00135719;0
383;14.9828;15;0.0199191;4;1165.87;0.0044747;0
383;16.0056;16;0.0142463;12;1245.46;0.00320035;0
383;16.9867;17;0.00843709;6;1321.81;0.00189534;0
384;5.46084;-1;0.00603878;3;424.965;0.00135548;0
384;2.54787;-1;0.0111786;8;198.276;0.00250919;0
384;11.5224;-1;0.00344382;14;896.677;0.000773009;0
384;1;1;1;9;77.8204;0.224463;0
384;1.9996;2;0.288448;13;155.61;0.0647458;0
384;3.00073;3;0.502317;7;233.518;0.112751;0
384;3.99772;4;0.541314;16;311.104;0.121505;0
384;4.99862;5;0.550111;2;388.995;0.123479;0
384;5.9997;6;0.213296;17;466.899;0.0478769;0
384;6.99711;7;0.242318;0;544.518;0.0543913;0
384;7.99649;8;0.120335;15;622.29;0.0270107;0
384;8.99769;9;0.39699;19;700.204;0.0891093;0
384;10.0021;10;0.0480388;5;778.37;0.0107829;0
384;10.996;11;0.160243;18;855.715;0.0359686;0
384;11.9848;12;0.0306709;1;932.658;0.00688446;0
384;12.9953;13;0.00604706;10;1011.3;0.00135734;0
384;14.9803;15;0.0199459;4;1165.78;0.00447712;0
384;16.002;16;0.0140952;12;1245.28;0.00316384;0
384;16.9839;17;0.00841531;6;1321.69;0.00188892;0
384;18.9818;19;0.00478393;11;1477.17;0.00107381;1
385;6.53873;-1;0.00590332;3;508.945;0.00132433;1
385;2.53999;-1;0.0112168;8;197.702;0.00251633;0
385;11.6032;-1;0.00353556;14;903.138;0.000793154;0
385;1;1;1;9;77.8355;0.224336;0
385;1.9972;2;0.288029;13;155.453;0.0646153;0
385;2.99964;3;0.501784;7;233.478;0.112568;0
385;3.99675;4;0.541798;16;311.089;0.121545;0
385;4.9975;5;0.550017;2;388.983;0.123388;0
385;5.99719;6;0.212909;17;466.795;0.047763;0
385;6.99721;7;0.241765;0;544.631;0.0542366;0
385;7.99451;8;0.12029;15;622.257;0.0269853;0
385;8.99593;9;0.3972;19;700.203;0.0891061;0
385;9.9983;10;0.0483614;5;778.223;0.0108492;0
385;10.994;11;0.160068;18;855.721;0.0359089;0
385;11.989;12;0.0305206;1;933.174;0.00684685;0
385;13.0096;13;0.00582513;10;1012.61;0.00130678;0
385;14.9778;15;0.0199096;4;1165.8;0.00446644;0
385;15.9981;16;0.0139085;12;1245.22;0.00312018;0
385;16.9786;17;0.00842517;6;1321.54;0.00189007;0
385;18.9795;19;0.00477188;11;1477.28;0.0010705;0
386;6.48752;-1;0.00550753;3;504.882;0.00123403;0
386;2.55372;-1;0.0120545;8;198.74;0.00270096;0
386;1;1;1;9;77.8235;0.224062;0
386;1.99766;2;0.287342;13;155.465;0.0643825;0
386;3.00081;3;0.501143;7;233.534;0.112287;0
386;3.99733;4;0.542456;16;311.086;0.121544;0
386;4.99861;5;0.551046;2;389.009;0.123469;0
386;5.99936;6;0.212102;17;466.891;0.0475241;0
386;6.9982;7;0.241869;0;544.624;0.0541936;0
386;7.99636;8;0.12039;15;622.305;0.0269747;0
386;8.99697;9;0.398003;19;700.176;0.0891773;0
386;10.0011;10;0.0485114;5;778.318;0.0108696;0
386;10.9946;11;0.160118;18;855.639;0.0358764;0
386;11.9912;12;0.0302983;1;933.199;0.0067887;0
386;12.9997;13;0.00589834;10;1011.68;0.00132159;0
386;14.9815;15;0.0198369;4;1165.91;0.0044447;0
386;16.0008;16;0.0138564;12;1245.24;0.00310469;0
386;15.5859;16;0.00237436;14;1212.95;0.000532004;1
386;16.9809;17;0.00845226;6;1321.51;0.00189383;0
386;18.9856;19;0.00476697;11;1477.53;0.0010681;0
387;6.39399;-1;0.00522791;3;497.687;0.00117072;0
387;2.4933;-1;0.0118759;8;194.07;0.00265945;0
387;10.361;-1;0.00515566;14;806.467;0.00115454;1
387;1;1;1;9;77.8367;0.223936;0
387;1.99931;2;0.285928;13;155.619;0.0640296;0
387;2.99866;3;0.501383;7;233.405;0.112278;0
387;3.99687;4;0.542886;16;311.103;0.121572;0
387;4.99792;5;0.551465;2;389.022;0.123493;0
387;5.99872;6;0.211919;17;466.921;0.0474563;0
387;6.99596;7;0.241855;0;544.542;0.0541601;0
387;7.99461;8;0.120334;15;622.274;0.0269471;0
387;8.99553;9;0.397894;19;700.182;0.0891029;0
387;9.99551;10;0.0488191;5;778.017;0.0109324;0
387;10.9936;11;0.159908;18;855.708;0.0358091;0
387;11.9927;12;0.0301723;1;933.472;0.00675666;0
387;13.0092;13;0.00574798;10;1012.59;0.00128718;0
387;14.9808;15;0.0197246;4;1166.05;0.00441705;0
387;15.9964;16;0.0136401;12;1245.11;0.00305451;0
387;16.9771;17;0.00851905;6;1321.44;0.00190772;0
387;18.9851;19;0.00474817;11;1477.74;0.00106329;0
388;6.48181;-1;0.00590998;3;504.439;0.0013219;0
388;7.48179;-1;0.00549669;8;582.262;0.00122946;1
388;10.3855;-1;0.00478114;14;808.241;0.00106941;0
388;1;1;1;9;77.8239;0.223673;0
388;1.99896;2;0.285387;13;155.567;0.0638335;0
388;2.99956;3;0.500445;7;233.438;0.111936;0
388;3.99738;4;0.543534;16;311.091;0.121574;0
388;4.99884;5;0.552244;2;389.029;0.123522;0
388;6.00111;6;0.211015;17;467.03;0.0471985;0
388;6.99696;7;0.241965;0;544.531;0.0541212;0
388;7.99804;8;0.120334;15;622.439;0.0269154;0
388;8.99685;9;0.398769;19;700.17;0.0891939;0
388;10.0015;10;0.0489196;5;778.357;0.010942;0
388;10.9941;11;0.159938;18;855.602;0.0357739;0
388;11.996;12;0.0300131;1;933.572;0.00671312;0
388;12.9993;13;0.00580034;10;1011.66;0.00129738;0
388;14.9844;15;0.0195978;4;1166.14;0.0043835;0
388;15.9966;16;0.0136112;12;1244.92;0.00304446;0
388;16.979;17;0.00864704;6;1321.37;0.00193411;0
388;18.9917;19;0.00472772;11;1478.01;0.00105746;0
389;8.37559;-1;0.0042822;3;651.929;0.000957212;1
389;7.54914;-1;0.00439576;8;587.601;0.000982595;0
389;10.3388;-1;0.00504837;14;804.739;0.00112848;0
389;1;1;1;9;77.8368;0.223533;0
389;1.99807;2;0.284869;13;155.523;0.0636775;0
389;2.99885;3;0.499775;7;233.42;0.111716;0
389;3.99718;4;0.543944;16;311.128;0.121589;0
389;4.99811;5;0.552798;2;389.037;0.123568;0
389;5.99867;6;0.210559;17;466.917;0.0470668;0
389;6.99659;7;0.241636;0;544.592;0.0540134;0
389;7.99097;8;0.119722;15;621.991;0.0267617;0
389;8.99538;9;0.399456;19;700.172;0.0892915;0
389;10.0017;10;0.0490522;5;778.498;0.0109648;0
389;10.9922;11;0.159764;18;855.597;0.0357126;0
389;11.9942;12;0.0297937;1;933.588;0.00665986;0
389;12.9916;13;0.00562796;10;1011.22;0.00125803;0
389;14.984;15;0.0194216;4;1166.31;0.00434135;0
389;15.9971;16;0.0133905;12;1245.16;0.00299321;0
389;16.9784;17;0.00874879;6;1321.54;0.00195564;0
389;18.9905;19;0.00469033;11;1478.16;0.00104844;0
390;8.56747;-1;0.00448867;3;666.913;0.00100269;0
390;7.51888;-1;0.00537968;8;585.288;0.00120173;0
390;10.3267;-1;0.00494853;14;803.852;0.00110542;0
390;1;1;1;9;77.8425;0.223383;0
390;1.99817;2;0.283954;13;155.543;0.0634305;0
390;2.99789;3;0.499194;7;233.363;0.111511;0
390;3.99685;4;0.544387;16;311.125;0.121607;0
390;4.99768;5;0.553025;2;389.032;0.123536;0
390;5.99751;6;0.210176;17;466.861;0.0469496;0
390;6.99746;7;0.2414;0;544.7;0.0539245;0
390;7.99086;8;0.120215;15;622.028;0.0268539;0
390;8.99434;9;0.399987;19;700.142;0.0893502;0
390;9.99689;10;0.0491187;5;778.183;0.0109723;0
390;10.9915;11;0.159546;18;855.608;0.0356399;0
390;11.9962;12;0.0296886;1;933.818;0.00663193;0
390;13.0017;13;0.00563282;10;1012.08;0.00125827;0
390;14.9848;15;0.0192115;4;1166.45;0.00429152;0
390;15.9946;16;0.0132682;12;1245.06;0.00296389;0
390;16.9791;17;0.00889196;6;1321.7;0.00198631;0
390;18.9925;19;0.00465771;11;1478.42;0.00104045;0
391;2.42143;-1;0.0122307;3;188.439;0.00272891;1
391;7.63321;-1;0.00240223;8;594.026;0.000535984;0
391;1;1;1;9;77.8213;0.22312;0
391;1.99756;2;0.283674;13;155.452;0.0632931;0
391;2.99956;3;0.498165;7;233.43;0.11115;0
391;3.99808;4;0.544971;16;311.136;0.121594;0
391;4.99899;5;0.553715;2;389.027;0.123545;0
391;5.99973;6;0.20947;17;466.907;0.0467369;0
391;6.9981;7;0.241375;0;544.601;0.0538554;0
391;7.99522;8;0.120363;15;622.198;0.0268554;0
391;8.99652;9;0.40094;19;700.121;0.0894575;0
391;9.99947;10;0.0490111;5;778.172;0.0109353;0
391;10.9936;11;0.159493;18;855.539;0.035586;0
391;12.0018;12;0.0297857;1;933.996;0.00664578;0
391;11.7308;12;0.00271852;14;912.903;0.000606556;1
391;12.9913;13;0.00573887;10;1011;0.00128046;0
391;14.9919;15;0.0189961;4;1166.69;0.00423839;0
391;15.9989;16;0.0131967;12;1245.05;0.00294445;0
391;16.9853;17;0.00906981;6;1321.82;0.00202365;0
391;18.9987;19;0.00461531;11;1478.51;0.00102977;0
392;2.50549;-1;0.0132717;3;195.001;0.00296;0
392;7.60377;-1;0.00241498;8;591.797;0.000538614;0
392;1;1;1;9;77.8294;0.223031;0
392;2.00042;2;0.282503;13;155.691;0.0630068;0
392;2.99712;3;0.498658;7;233.264;0.111216;0
392;3.99801;4;0.545282;16;311.163;0.121615;0
392;4.99842;5;0.553679;2;389.024;0.123487;0
392;5.9979;6;0.209342;17;466.813;0.0466897;0
392;6.99694;7;0.24086;0;544.568;0.0537192;0
392;7.99732;8;0.120348;15;622.427;0.0268413;0
392;8.99506;9;0.401153;19;700.08;0.0894694;0
392;9.99721;10;0.0490256;5;778.078;0.0109342;0
392;10.9934;11;0.159318;18;855.607;0.0355329;0
392;11.9979;12;0.0295428;1;933.79;0.00658895;0
392;11.7444;12;0.00166326;14;914.062;0.000370958;0
392;13.005;13;0.005511;10;1012.17;0.00122912;0
392;14.9918;15;0.0187511;4;1166.8;0.00418208;0
392;15.9977;16;0.0131457;12;1245.09;0.00293189;0
392;16.9866;17;0.00923746;6;1322.06;0.00206024;0
392;18.9989;19;0.00457094;11;1478.67;0.00101946;0
393;2.49843;-1;0.0136072;3;194.359;0.00303087;0
393;1;1;1;9;77.7922;0.22274;0
393;2.0023;2;0.28202;13;155.764;0.0628172;0
393;2.9991;3;0.497925;7;233.307;0.110908;0
393;3.99955;4;0.545819;16;311.134;0.121576;0
393;5.00102;5;0.554395;2;389.04;0.123486;0
393;6.00141;6;0.208584;17;466.863;0.0464601;0
393;7.00081;7;0.241017;0;544.609;0.0536843;0
393;7.99945;8;0.120469;15;622.295;0.0268333;0
393;8.99945;9;0.402243;19;700.086;0.0895956;0
393;10.0047;10;0.0488539;5;778.284;0.0108817;0
393;10.9977;11;0.159457;18;855.531;0.0355175;0
393;11.9965;12;0.0294489;1;933.232;0.00655946;0
393;11.7609;12;0.00229281;14;914.903;0.000510701;0
393;12.9935;13;0.00567603;10;1010.79;0.00126428;0
393;15.0038;15;0.0185869;4;1167.18;0.00414006;0
393;15.6512;16;0.00247651;8;1217.54;0.000551618;1
393;16.0054;16;0.0129772;12;1245.09;0.00289055;0
393;16.9953;17;0.0094872;6;1322.1;0.00211318;0
393;19.0099;19;0.00453302;11;1478.82;0.00100969;0
394;2.47273;-1;0.013713;3;192.375;0.00305332;0
394;7.51326;-1;0.00562669;8;584.521;0.00125284;1
394;8.68287;-1;0.00531641;11;675.515;0.00118375;1
394;9.68456;-1;0.00193347;14;753.445;0.000430505;1
394;1;1;1;9;77.7986;0.222659;0
394;1.99954;2;0.282507;13;155.562;0.0629029;0
394;2.99896;3;0.497064;7;233.315;0.110676;0
394;3.99982;4;0.545958;16;311.18;0.121563;0
394;5.00064;5;0.554373;2;389.043;0.123436;0
394;6.0004;6;0.208255;17;466.823;0.0463701;0
394;7.00018;7;0.240685;0;544.604;0.0535908;0
394;7.99531;8;0.120025;15;622.024;0.0267247;0
394;8.99852;9;0.402327;19;700.072;0.0895818;0
394;10.0034;10;0.0487507;5;778.247;0.0108548;0
394;10.9969;11;0.159352;18;855.54;0.0354813;0
394;12.0031;12;0.0289767;1;933.825;0.00645194;0
394;12.9874;13;0.0057049;10;1010.4;0.00127025;0
394;15.0032;15;0.0183191;4;1167.23;0.00407892;0
394;16.0019;16;0.0129665;12;1244.93;0.00288712;0
394;16.997;17;0.00970341;6;1322.35;0.00216056;0
395;2.50182;-1;0.0134253;3;194.604;0.00298732;0
395;7.44803;-1;0.00512828;8;579.344;0.00114112;0
395;6.49199;-1;0.00586693;11;504.979;0.00130548;1
395;1;1;1;9;77.7848;0.222515;0
395;1.99823;2;0.282841;13;155.432;0.0629362;0
395;2.99992;3;0.496104;7;233.348;0.11039;0
395;4.00028;4;0.546114;16;311.161;0.121518;0
395;5.00141;5;0.554244;2;389.034;0.123327;0
395;6.00001;6;0.207898;17;466.709;0.0462602;0
395;7.00361;7;0.240108;0;544.774;0.0534275;0
395;7.99807;8;0.120614;15;622.129;0.0268384;0
395;8.99954;9;0.402675;19;700.027;0.089601;0
395;10.0102;10;0.0482689;5;778.644;0.0107405;0
395;9.71731;10;0.00194024;14;755.859;0.000431731;0
395;10.9983;11;0.159455;18;855.498;0.035481;0
395;12.0085;12;0.0289113;1;934.078;0.00643319;0
395;12.9858;13;0.00576555;10;1010.09;0.00128292;0
395;15.0078;15;0.0181265;4;1167.38;0.00403341;0
