#seq, freq_ratio, harmonic, amp_ratio, tracknum, f, amp, newflag, env, pitch,note
952,1,1,1,15,33.333,7.51607e-05,0,23.2993,0,87.3354
952,2.88185,-1,0.613459,16,96.0607,4.6108e-05,1,23.2993,0,87.3354
952,15.4691,-1,0.0800503,17,515.633,6.01663e-06,0,23.2993,0,87.3354
952,12.3128,12,0.238402,18,410.424,1.79185e-05,0,23.2993,0,87.3354
952,4.34667,-1,0.213736,19,144.888,1.60645e-05,0,23.2993,0,87.3354
953,7.07839,7,0.512661,0,228.556,3.71268e-05,0,23.3652,0,87.3354
953,10.0978,10,0.132035,1,326.05,9.56195e-06,0,23.3652,0,87.3354
953,1.82567,-1,1.93898,2,58.9496,0.000140421,0,23.3652,0,87.3354
953,19.7135,20,0.0800769,3,636.533,5.79916e-06,0,23.3652,0,87.3354
953,11.5981,-1,0.209105,4,374.492,1.51434e-05,0,23.3652,0,87.3354
953,9.57053,-1,0.113384,5,309.025,8.21124e-06,0,23.3652,0,87.3354
953,11.2235,11,0.163039,6,362.398,1.18072e-05,0,23.3652,0,87.3354
953,0.434412,-1,0.639698,7,14.0268,4.63269e-05,0,23.3652,0,87.3354
953,8.87738,9,0.113838,8,286.644,8.24412e-06,0,23.3652,0,87.3354
953,6.02851,6,0.405144,9,194.656,2.93405e-05,0,23.3652,0,87.3354
953,3.75142,-1,0.795047,10,121.13,5.75772e-05,0,23.3652,0,87.3354
953,16.6792,17,0.142245,11,538.559,1.03014e-05,0,23.3652,0,87.3354
953,5.44387,-1,0.474652,12,175.778,3.43743e-05,0,23.3652,0,87.3354
953,18.0742,18,0.0808314,13,583.601,5.85381e-06,0,23.3652,0,87.3354
953,21.0582,21,0.09601,14,679.953,6.95304e-06,0,23.3652,0,87.3354
953,1,1,1,15,32.2892,7.24199e-05,0,23.3652,0,87.3354
953,2.95643,3,0.61376,16,95.4608,4.44484e-05,0,23.3652,0,87.3354
953,15.9465,16,0.086385,17,514.9,6.256e-06,0,23.3652,0,87.3354
953,12.6931,13,0.241016,18,409.852,1.74544e-05,0,23.3652,0,87.3354
953,4.51619,-1,0.254874,19,145.824,1.8458e-05,0,23.3652,0,87.3354
954,7.03861,7,0.511618,0,227.801,3.61294e-05,0,23.4224,0,87.3354
954,9.97818,10,0.172036,1,322.939,1.21488e-05,0,23.4224,0,87.3354
954,1.84424,-1,2.07519,2,59.6878,0.000146545,0,23.4224,0,87.3354
954,19.7723,20,0.113658,3,639.921,8.02628e-06,0,23.4224,0,87.3354
954,11.5902,-1,0.284983,4,375.109,2.01249e-05,0,23.4224,0,87.3354
954,9.74644,10,0.188866,5,315.439,1.33373e-05,0,23.4224,0,87.3354
954,11.3921,-1,0.255766,6,368.701,1.80616e-05,0,23.4224,0,87.3354
954,0.428174,-1,0.647016,7,13.8577,4.56908e-05,0,23.4224,0,87.3354
954,8.7758,9,0.112352,8,284.024,7.93407e-06,0,23.4224,0,87.3354
954,6.00875,6,0.413942,9,194.47,2.92317e-05,0,23.4224,0,87.3354
954,3.76939,-1,0.763273,10,121.994,5.39007e-05,0,23.4224,0,87.3354
954,16.6437,17,0.148091,11,538.664,1.04579e-05,0,23.4224,0,87.3354
954,5.41688,-1,0.501767,12,175.315,3.54337e-05,0,23.4224,0,87.3354
954,7.67084,-1,0.271604,13,248.263,1.918e-05,1,23.4224,0,87.3354
954,20.9802,21,0.0998533,14,679.015,7.05142e-06,0,23.4224,0,87.3354
954,1,1,1,15,32.3645,7.06178e-05,0,23.4224,0,87.3354
954,2.93997,3,0.593536,16,95.1506,4.19142e-05,0,23.4224,0,87.3354
954,20.0583,20,0.0793507,17,649.176,5.60357e-06,1,23.4224,0,87.3354
954,12.643,13,0.238286,18,409.183,1.68272e-05,0,23.4224,0,87.3354
954,4.51956,-1,0.301682,19,146.273,2.13041e-05,0,23.4224,0,87.3354
955,7.21367,-1,0.514849,0,227.803,3.6342e-05,0,23.4775,0,87.3354
955,10.2293,10,0.169948,1,323.034,1.19962e-05,0,23.4775,0,87.3354
955,1.90891,-1,2.14923,2,60.282,0.000151709,0,23.4775,0,87.3354
955,20.3323,20,0.142294,3,642.078,1.00442e-05,0,23.4775,0,87.3354
955,11.8723,12,0.296804,4,374.919,2.09507e-05,0,23.4775,0,87.3354
955,10.0055,10,0.204972,5,315.966,1.44685e-05,0,23.4775,0,87.3354
955,11.6844,12,0.320003,6,368.984,2.25882e-05,0,23.4775,0,87.3354
955,0.475036,-1,0.667442,7,15.0013,4.71132e-05,0,23.4775,0,87.3354
955,8.97082,9,0.10783,8,283.292,7.61148e-06,0,23.4775,0,87.3354
955,6.15351,6,0.41322,9,194.323,2.91682e-05,0,23.4775,0,87.3354
955,3.8952,4,0.721599,10,123.008,5.09359e-05,0,23.4775,0,87.3354
955,17.0562,17,0.151126,11,538.624,1.06676e-05,0,23.4775,0,87.3354
955,5.5358,-1,0.518958,12,174.817,3.6632e-05,0,23.4775,0,87.3354
955,7.88635,8,0.265337,13,249.045,1.87295e-05,0,23.4775,0,87.3354
955,21.4243,21,0.0956565,14,676.563,6.75217e-06,0,23.4775,0,87.3354
955,1,1,1,15,31.5793,7.05876e-05,0,23.4775,0,87.3354
955,3.01865,3,0.548643,16,95.3269,3.87274e-05,0,23.4775,0,87.3354
955,20.5003,21,0.0953631,17,647.384,6.73146e-06,0,23.4775,0,87.3354
955,12.8531,13,0.236104,18,405.892,1.6666e-05,0,23.4775,0,87.3354
955,4.64552,-1,0.346413,19,146.702,2.44525e-05,0,23.4775,0,87.3354
956,7.7376,-1,0.436278,0,227.991,3.57524e-05,0,23.5396,0,87.3354
956,11.0186,11,0.122923,1,324.666,1.00733e-05,0,23.5396,0,87.3354
956,2.06217,-1,1.92694,2,60.7626,0.00015791,0,23.5396,0,87.3354
956,21.832,22,0.14425,3,643.288,1.18211e-05,0,23.5396,0,87.3354
956,12.7099,13,0.260825,4,374.503,2.13743e-05,0,23.5396,0,87.3354
956,10.6551,-1,0.132513,5,313.957,1.08593e-05,0,23.5396,0,87.3354
956,12.4929,-1,0.273467,6,368.108,2.24102e-05,0,23.5396,0,87.3354
956,0.74289,-1,0.894331,7,21.8895,7.32892e-05,0,23.5396,0,87.3354
956,9.56387,-1,0.0955259,8,281.803,7.82822e-06,0,23.5396,0,87.3354
956,6.57026,-1,0.356849,9,193.595,2.92433e-05,0,23.5396,0,87.3354
956,4.1765,-1,0.595758,10,123.062,4.88216e-05,0,23.5396,0,87.3354
956,18.287,18,0.132402,11,538.835,1.08501e-05,0,23.5396,0,87.3354
956,5.92433,6,0.457578,12,174.563,3.74979e-05,0,23.5396,0,87.3354
956,8.47093,-1,0.223638,13,249.599,1.83268e-05,0,23.5396,0,87.3354
956,22.9575,23,0.0832946,14,676.452,6.82588e-06,0,23.5396,0,87.3354
956,1,1,1,15,29.4654,8.19486e-05,0,23.5396,0,87.3354
956,3.33195,-1,0.484329,16,98.1774,3.96901e-05,0,23.5396,0,87.3354
956,21.9596,22,0.0908196,17,647.049,7.44254e-06,0,23.5396,0,87.3354
956,13.7494,14,0.203763,18,405.131,1.66981e-05,0,23.5396,0,87.3354
956,5.02951,5,0.330858,19,148.196,2.71134e-05,0,23.5396,0,87.3354
957,7.37519,-1,0.521479,0,227.609,3.51954e-05,0,23.6106,31.0134,87.3354
957,10.4954,-1,0.153618,1,323.903,1.03679e-05,0,23.6106,31.0134,87.3354
957,2.02265,2,2.43247,2,62.4217,0.000164171,0,23.6106,31.0134,87.3354
957,20.8405,21,0.157384,3,643.168,1.06221e-05,0,23.6106,31.0134,87.3354
957,12.1384,12,0.299632,4,374.607,2.02227e-05,0,23.6106,31.0134,87.3354
957,10.2546,10,0.204403,5,316.472,1.37955e-05,0,23.6106,31.0134,87.3354
957,11.9249,12,0.337921,6,368.018,2.28068e-05,0,23.6106,31.0134,87.3354
957,15.8265,16,0.0995804,7,488.428,6.72084e-06,1,23.6106,31.0134,87.3354
957,9.21184,9,0.100435,8,284.29,6.77851e-06,0,23.6106,31.0134,87.3354
957,6.26968,-1,0.435053,9,193.491,2.93624e-05,0,23.6106,31.0134,87.3354
957,4.00674,4,0.689281,10,123.654,4.65207e-05,0,23.6106,31.0134,87.3354
957,17.4542,17,0.163682,11,538.662,1.10472e-05,0,23.6106,31.0134,87.3354
957,5.6478,-1,0.573297,12,174.299,3.86927e-05,0,23.6106,31.0134,87.3354
957,8.02345,8,0.258086,13,247.615,1.74187e-05,0,23.6106,31.0134,87.3354
957,21.9116,22,0.10204,14,676.224,6.88687e-06,0,23.6106,31.0134,87.3354
957,1,1,1,15,30.8614,6.74916e-05,0,23.6106,31.0134,87.3354
957,3.17744,-1,0.504682,16,98.0603,3.40618e-05,0,23.6106,31.0134,87.3354
957,20.9975,21,0.0871562,17,648.013,5.88231e-06,0,23.6106,31.0134,87.3354
957,13.0982,13,0.247568,18,404.229,1.67088e-05,0,23.6106,31.0134,87.3354
957,4.81691,-1,0.44279,19,148.657,2.98846e-05,0,23.6106,31.0134,87.3354
958,7.69427,-1,0.474709,0,227.148,3.3723e-05,0,23.679,0,87.3354
958,10.9437,11,0.144868,1,323.077,1.02913e-05,0,23.679,0,87.3354
958,2.11752,-1,2.35898,2,62.5127,0.000167581,0,23.679,0,87.3354
958,21.7768,22,0.127393,3,642.887,9.0499e-06,0,23.679,0,87.3354
958,12.6782,13,0.267881,4,374.281,1.90301e-05,0,23.679,0,87.3354
958,10.7437,11,0.205535,5,317.172,1.46011e-05,0,23.679,0,87.3354
958,12.4642,-1,0.32768,6,367.963,2.32782e-05,0,23.679,0,87.3354
958,16.5386,17,0.100407,7,488.246,7.13288e-06,0,23.679,0,87.3354
958,17.2793,17,0.106371,8,510.114,7.55654e-06,1,23.679,0,87.3354
958,6.65757,-1,0.282621,9,196.542,2.00772e-05,0,23.679,0,87.3354
958,4.21549,-1,0.625113,10,124.448,4.44077e-05,0,23.679,0,87.3354
958,18.2405,18,0.158642,11,538.49,1.12698e-05,0,23.679,0,87.3354
958,6.12772,6,0.552753,12,180.9,3.92672e-05,0,23.679,0,87.3354
958,8.51127,-1,0.235972,13,251.267,1.67633e-05,0,23.679,0,87.3354
958,22.9183,23,0.0955883,14,676.585,6.79054e-06,0,23.679,0,87.3354
958,1,1,1,15,29.5217,7.10394e-05,0,23.679,0,87.3354
958,3.31831,-1,0.407203,16,97.9619,2.89275e-05,0,23.679,0,87.3354
958,14.3453,14,0.0950795,17,423.498,6.75439e-06,1,23.679,0,87.3354
958,13.6773,14,0.234851,18,403.776,1.66836e-05,0,23.679,0,87.3354
958,5.00283,5,0.427626,19,147.692,3.03783e-05,0,23.679,0,87.3354
959,7.93024,8,0.438606,0,226.23,3.28455e-05,0,23.7369,31.5491,87.3354
959,11.2376,11,0.174535,1,320.58,1.30703e-05,0,23.7369,31.5491,87.3354
959,2.19437,-1,2.2629,2,62.6,0.00016946,0,23.7369,31.5491,87.3354
959,22.5418,23,0.127406,3,643.06,9.54099e-06,0,23.7369,31.5491,87.3354
959,9.76737,10,0.0976526,4,278.638,7.31283e-06,1,23.7369,31.5491,87.3354
959,32.2383,32,0.0827989,5,919.678,6.20049e-06,1,23.7369,31.5491,87.3354
959,12.9507,13,0.266431,6,369.45,1.9952e-05,0,23.7369,31.5491,87.3354
959,17.2025,17,0.104115,7,490.744,7.79677e-06,0,23.7369,31.5491,87.3354
959,17.9495,18,0.095238,8,512.053,7.13201e-06,0,23.7369,31.5491,87.3354
959,6.77801,-1,0.213885,9,193.359,1.60171e-05,0,23.7369,31.5491,87.3354
959,4.39867,-1,0.603808,10,125.483,4.52169e-05,0,23.7369,31.5491,87.3354
959,18.883,19,0.150191,11,538.684,1.12473e-05,0,23.7369,31.5491,87.3354
959,6.35401,-1,0.518565,12,181.264,3.88334e-05,0,23.7369,31.5491,87.3354
959,8.86901,9,0.21316,13,253.01,1.59628e-05,0,23.7369,31.5491,87.3354
959,23.7135,24,0.0882974,14,676.485,6.61226e-06,0,23.7369,31.5491,87.3354
959,1,1,1,15,28.5275,7.48862e-05,0,23.7369,31.5491,87.3354
959,3.3749,-1,0.330252,16,96.2774,2.47314e-05,0,23.7369,31.5491,87.3354
959,14.8511,15,0.0882818,17,423.664,6.61109e-06,0,23.7369,31.5491,87.3354
959,14.1646,14,0.216995,18,404.08,1.62499e-05,0,23.7369,31.5491,87.3354
959,5.19338,-1,0.421689,19,148.154,3.15787e-05,0,23.7369,31.5491,87.3354
960,7.9991,8,0.403468,0,225.412,3.19573e-05,0,23.7807,0,87.3354
960,11.2828,11,0.175742,1,317.945,1.39199e-05,0,23.7807,0,87.3354
960,2.22002,-1,2.15558,2,62.5595,0.000170736,0,23.7807,0,87.3354
960,22.8291,23,0.124912,3,643.315,9.89384e-06,0,23.7807,0,87.3354
960,9.94046,10,0.0849736,4,280.119,6.73047e-06,0,23.7807,0,87.3354
960,32.6452,33,0.078143,5,919.93,6.18944e-06,0,23.7807,0,87.3354
960,13.0921,13,0.272409,6,368.931,2.15766e-05,0,23.7807,0,87.3354
960,17.3179,17,0.0998528,7,488.013,7.909e-06,0,23.7807,0,87.3354
960,18.0824,18,0.0958163,8,509.555,7.58929e-06,0,23.7807,0,87.3354
960,30.5072,31,0.0692514,9,859.683,5.48517e-06,1,23.7807,0,87.3354
960,4.50168,-1,0.568793,10,126.856,4.50522e-05,0,23.7807,0,87.3354
960,19.1249,19,0.141369,11,538.933,1.11974e-05,0,23.7807,0,87.3354
960,6.45043,-1,0.53957,12,181.771,4.27375e-05,0,23.7807,0,87.3354
960,9.03283,9,0.192913,13,254.542,1.528e-05,0,23.7807,0,87.3354
960,23.9866,24,0.0806417,14,675.935,6.38735e-06,0,23.7807,0,87.3354
960,1,1,1,15,28.1796,7.92066e-05,0,23.7807,0,87.3354
960,3.38284,-1,0.303481,16,95.3274,2.40377e-05,0,23.7807,0,87.3354
960,15.0715,15,0.0796057,17,424.711,6.3053e-06,0,23.7807,0,87.3354
960,14.3283,14,0.200944,18,403.767,1.59161e-05,0,23.7807,0,87.3354
960,5.42299,-1,0.469968,19,152.818,3.72245e-05,0,23.7807,0,87.3354
961,3.58242,-1,0.188438,0,223.681,3.2262e-05,1,23.8064,0,87.3354
961,5.08892,5,0.0843643,1,317.745,1.44438e-05,1,23.8064,0,87.3354
961,1,1,1,2,62.4386,0.000171208,1,23.8064,0,87.3354
961,10.3082,-1,0.0592056,3,643.631,1.01364e-05,1,23.8064,0,87.3354
961,4.49326,-1,0.0356797,4,280.553,6.10863e-06,1,23.8064,0,87.3354
961,14.7368,15,0.0355268,5,920.146,6.08246e-06,1,23.8064,0,87.3354
961,5.90119,6,0.133736,6,368.462,2.28967e-05,1,23.8064,0,87.3354
961,7.80199,8,0.0472796,7,487.146,8.09463e-06,1,23.8064,0,87.3354
961,8.14704,8,0.0450193,8,508.69,7.70764e-06,1,23.8064,0,87.3354
961,7.13106,7,0.0304291,9,445.254,5.20968e-06,1,23.8064,0,87.3354
961,2.05913,-1,0.262279,10,128.569,4.49042e-05,1,23.8064,0,87.3354
961,8.63713,-1,0.0652282,11,539.29,1.11676e-05,1,23.8064,0,87.3354
961,2.92597,3,0.246463,12,182.694,4.21963e-05,1,23.8064,0,87.3354
961,4.07642,4,0.0929742,13,254.526,1.59179e-05,1,23.8064,0,87.3354
961,10.8096,11,0.0360147,14,674.939,6.166e-06,1,23.8064,0,87.3354
961,0.447487,-1,0.489086,15,27.9405,8.37352e-05,1,23.8064,0,87.3354
961,1.48055,-1,0.130726,16,92.4432,2.23812e-05,1,23.8064,0,87.3354
961,6.8439,7,0.0375844,17,427.324,6.43473e-06,1,23.8064,0,87.3354
961,6.46023,-1,0.0906342,18,403.368,1.55173e-05,1,23.8064,0,87.3354
961,2.51067,-1,0.217043,19,156.763,3.71595e-05,1,23.8064,0,87.3354
962,3.59922,-1,0.181625,0,223.574,3.09831e-05,0,23.8109,0,87.3354
962,5.10727,5,0.0861641,1,317.249,1.46985e-05,0,23.8109,0,87.3354
962,1,1,1,2,62.1173,0.000170588,0,23.8109,0,87.3354
962,10.3233,-1,0.0587729,3,641.253,1.00259e-05,0,23.8109,0,87.3354
962,4.55517,-1,0.0332543,4,282.955,5.67278e-06,0,23.8109,0,87.3354
962,14.8169,15,0.0344724,5,920.383,5.88057e-06,0,23.8109,0,87.3354
962,5.92027,6,0.140384,6,367.751,2.39479e-05,0,23.8109,0,87.3354
962,7.83999,8,0.0478935,7,486.999,8.17003e-06,0,23.8109,0,87.3354
962,8.18654,8,0.0448028,8,508.525,7.64281e-06,0,23.8109,0,87.3354
962,12.723,13,0.0290242,9,790.321,4.95117e-06,1,23.8109,0,87.3354
962,2.08983,-1,0.261328,10,129.815,4.45793e-05,0,23.8109,0,87.3354
962,8.69092,-1,0.0653989,11,539.856,1.11562e-05,0,23.8109,0,87.3354
962,2.94805,3,0.24253,12,183.125,4.13727e-05,0,23.8109,0,87.3354
962,4.11284,4,0.0904128,13,255.478,1.54233e-05,0,23.8109,0,87.3354
962,10.8477,11,0.0348731,14,673.832,5.94892e-06,0,23.8109,0,87.3354
962,0.444924,-1,0.519369,15,27.6374,8.85979e-05,0,23.8109,0,87.3354
962,1.41122,-1,0.13223,16,87.6609,2.25569e-05,0,23.8109,0,87.3354
962,6.87964,7,0.0384398,17,427.344,6.55735e-06,0,23.8109,0,87.3354
962,6.50341,-1,0.0908464,18,403.974,1.54973e-05,0,23.8109,0,87.3354
962,2.52721,-1,0.214212,19,156.983,3.6542e-05,0,23.8109,0,87.3354
963,3.67968,-1,0.173543,0,223.7,2.95514e-05,0,23.7978,0,87.3354
963,5.21159,-1,0.0867156,1,316.83,1.47662e-05,0,23.7978,0,87.3354
963,1,1,1,2,60.7933,0.000170283,0,23.7978,0,87.3354
963,10.5869,-1,0.0608858,3,643.614,1.03678e-05,0,23.7978,0,87.3354
963,4.67816,-1,0.0298301,4,284.401,5.07956e-06,0,23.7978,0,87.3354
963,15.1461,15,0.0329397,5,920.781,5.60907e-06,0,23.7978,0,87.3354
963,6.04238,6,0.145826,6,367.336,2.48316e-05,0,23.7978,0,87.3354
963,8.00129,8,0.0476217,7,486.425,8.10917e-06,0,23.7978,0,87.3354
963,8.35791,-1,0.044785,8,508.105,7.62612e-06,0,23.7978,0,87.3354
963,13.0115,13,0.0316936,9,791.013,5.39688e-06,0,23.7978,0,87.3354
963,2.14692,-1,0.260517,10,130.519,4.43615e-05,0,23.7978,0,87.3354
963,8.88946,9,0.0656127,11,540.419,1.11727e-05,0,23.7978,0,87.3354
963,3.0108,3,0.235425,12,183.036,4.00888e-05,0,23.7978,0,87.3354
963,4.20629,-1,0.0882803,13,255.714,1.50326e-05,0,23.7978,0,87.3354
963,11.0633,11,0.0342317,14,672.576,5.82908e-06,0,23.7978,0,87.3354
963,0.451005,-1,0.545699,15,27.4181,9.29232e-05,0,23.7978,0,87.3354
963,1.31219,-1,0.170195,16,79.7725,2.89812e-05,0,23.7978,0,87.3354
963,7.03385,7,0.040132,17,427.611,6.83379e-06,0,23.7978,0,87.3354
963,6.64231,-1,0.0871093,18,403.808,1.48332e-05,0,23.7978,0,87.3354
963,2.5799,-1,0.2079,19,156.84,3.54018e-05,0,23.7978,0,87.3354
964,3.70559,-1,0.166694,0,223.769,2.80399e-05,0,23.7725,0,87.3354
964,5.24451,-1,0.0878653,1,316.7,1.478e-05,0,23.7725,0,87.3354
964,1,1,1,2,60.387,0.000168212,0,23.7725,0,87.3354
964,10.6555,-1,0.0611513,3,643.453,1.02864e-05,0,23.7725,0,87.3354
964,4.68979,-1,0.0294954,4,283.202,4.96148e-06,0,23.7725,0,87.3354
964,15.2914,15,0.0303694,5,923.404,5.1085e-06,0,23.7725,0,87.3354
964,6.04824,6,0.148767,6,365.235,2.50245e-05,0,23.7725,0,87.3354
964,8.0426,8,0.0479383,7,485.668,8.0638e-06,0,23.7725,0,87.3354
964,8.40657,-1,0.0451191,8,507.647,7.58958e-06,0,23.7725,0,87.3354
964,13.1087,13,0.0348181,9,791.596,5.85682e-06,0,23.7725,0,87.3354
964,2.17307,-1,0.259913,10,131.225,4.37205e-05,0,23.7725,0,87.3354
964,8.95679,9,0.0665269,11,540.873,1.11906e-05,0,23.7725,0,87.3354
964,3.03072,3,0.230436,12,183.016,3.87621e-05,0,23.7725,0,87.3354
964,4.2487,-1,0.0869293,13,256.566,1.46226e-05,0,23.7725,0,87.3354
964,11.1218,11,0.0335354,14,671.61,5.64107e-06,0,23.7725,0,87.3354
964,0.453466,-1,0.566925,15,27.3834,9.53636e-05,0,23.7725,0,87.3354
964,1.35843,-1,0.165571,16,82.0312,2.78511e-05,0,23.7725,0,87.3354
964,7.07922,7,0.0425767,17,427.493,7.16192e-06,0,23.7725,0,87.3354
964,6.6901,-1,0.0860455,18,403.995,1.44739e-05,0,23.7725,0,87.3354
964,2.6048,-1,0.199723,19,157.296,3.35958e-05,0,23.7725,0,87.3354
965,3.74326,-1,0.160724,0,224.195,2.66441e-05,0,23.7378,0,87.3354
965,5.27798,-1,0.09015,1,316.113,1.49447e-05,0,23.7378,0,87.3354
965,1,1,1,2,59.8929,0.000165776,0,23.7378,0,87.3354
965,10.6901,11,0.0612818,3,640.263,1.0159e-05,0,23.7378,0,87.3354
965,4.69392,-1,0.0278386,4,281.133,4.61495e-06,0,23.7378,0,87.3354
965,15.4234,15,0.0294474,5,923.753,4.88166e-06,0,23.7378,0,87.3354
965,6.09514,6,0.156208,6,365.055,2.58954e-05,0,23.7378,0,87.3354
965,8.10299,8,0.0489878,7,485.311,8.12098e-06,0,23.7378,0,87.3354
965,8.47283,-1,0.0448657,8,507.462,7.43764e-06,0,23.7378,0,87.3354
965,13.2231,13,0.0380562,9,791.972,6.30879e-06,0,23.7378,0,87.3354
965,2.19292,-1,0.256476,10,131.34,4.25174e-05,0,23.7378,0,87.3354
965,9.03812,9,0.067501,11,541.319,1.119e-05,0,23.7378,0,87.3354
965,3.04342,3,0.227764,12,182.279,3.77577e-05,0,23.7378,0,87.3354
965,4.2867,-1,0.0863564,13,256.743,1.43158e-05,0,23.7378,0,87.3354
965,11.2184,11,0.0314823,14,671.903,5.219e-06,0,23.7378,0,87.3354
965,0.464821,-1,0.578291,15,27.8394,9.58666e-05,0,23.7378,0,87.3354
965,11.7479,12,0.025871,16,703.612,4.28878e-06,1,23.7378,0,87.3354
965,7.13679,7,0.0449817,17,427.443,7.45686e-06,0,23.7378,0,87.3354
965,6.75056,-1,0.084915,18,404.31,1.40768e-05,0,23.7378,0,87.3354
965,2.64423,-1,0.192607,19,158.37,3.19296e-05,0,23.7378,0,87.3354
966,3.78308,-1,0.156179,0,224.713,2.55947e-05,0,23.6934,0,87.3354
966,5.32146,-1,0.09194,1,316.093,1.50672e-05,0,23.6934,0,87.3354
966,1,1,1,2,59.3996,0.000163881,0,23.6934,0,87.3354
966,10.772,11,0.0604876,3,639.854,9.91275e-06,0,23.6934,0,87.3354
966,4.72581,-1,0.026369,4,280.711,4.32138e-06,0,23.6934,0,87.3354
966,15.5581,16,0.0284085,5,924.142,4.6556e-06,0,23.6934,0,87.3354
966,6.13854,6,0.161756,6,364.627,2.65087e-05,0,23.6934,0,87.3354
966,8.16584,8,0.0499508,7,485.047,8.18597e-06,0,23.6934,0,87.3354
966,8.54969,-1,0.0429854,8,507.848,7.04448e-06,0,23.6934,0,87.3354
966,13.3349,13,0.0410564,9,792.086,6.72836e-06,0,23.6934,0,87.3354
966,2.25146,-1,0.254412,10,133.736,4.16933e-05,0,23.6934,0,87.3354
966,9.12855,9,0.0668571,11,542.233,1.09566e-05,0,23.6934,0,87.3354
966,3.05533,3,0.225573,12,181.486,3.69671e-05,0,23.6934,0,87.3354
966,4.32431,-1,0.0867767,13,256.862,1.4221e-05,0,23.6934,0,87.3354
966,11.2982,11,0.0298575,14,671.107,4.89308e-06,0,23.6934,0,87.3354
966,0.477862,-1,0.582802,15,28.3848,9.55101e-05,0,23.6934,0,87.3354
966,1.57676,-1,0.056194,16,93.659,9.20912e-06,1,23.6934,0,87.3354
966,7.19025,7,0.0469355,17,427.098,7.69183e-06,0,23.6934,0,87.3354
966,6.82,7,0.0831778,18,405.105,1.36313e-05,0,23.6934,0,87.3354
966,2.68172,-1,0.190384,19,159.293,3.12003e-05,0,23.6934,0,87.3354
967,3.81375,-1,0.15019,0,224.44,2.44108e-05,0,23.6331,0,87.3354
967,5.3672,-1,0.093311,1,315.861,1.51661e-05,0,23.6331,0,87.3354
967,1,1,1,2,58.8503,0.000162533,0,23.6331,0,87.3354
967,10.8648,11,0.0587705,3,639.397,9.55217e-06,0,23.6331,0,87.3354
967,4.70277,-1,0.0273022,4,276.759,4.43752e-06,0,23.6331,0,87.3354
967,15.7129,16,0.02727,5,924.71,4.43228e-06,0,23.6331,0,87.3354
967,6.18867,-1,0.166081,6,364.205,2.69936e-05,0,23.6331,0,87.3354
967,8.19065,8,0.0482639,7,482.022,7.8445e-06,0,23.6331,0,87.3354
967,8.6428,-1,0.0401366,8,508.631,6.52353e-06,0,23.6331,0,87.3354
967,13.4619,-1,0.043782,9,792.237,7.11602e-06,0,23.6331,0,87.3354
967,2.28444,-1,0.244061,10,134.44,3.9668e-05,0,23.6331,0,87.3354
967,9.22256,9,0.0673778,11,542.75,1.09511e-05,0,23.6331,0,87.3354
967,3.07834,3,0.219519,12,181.161,3.56791e-05,0,23.6331,0,87.3354
967,4.37942,-1,0.0861416,13,257.73,1.40009e-05,0,23.6331,0,87.3354
967,11.3418,-1,0.0331207,14,667.471,5.38322e-06,0,23.6331,0,87.3354
967,0.491456,-2,0.581097,15,28.9223,9.44476e-05,0,23.6331,0,87.3354
967,1.65045,-1,0.0503744,16,97.1292,8.18751e-06,0,23.6331,0,87.3354
967,7.25526,-1,0.0475764,17,426.974,7.73274e-06,0,23.6331,0,87.3354
967,6.90058,7,0.0808171,18,406.101,1.31355e-05,0,23.6331,0,87.3354
967,2.71168,-1,0.192107,19,159.583,3.12238e-05,0,23.6331,0,87.3354
968,3.85192,-1,0.145045,0,224.209,2.34633e-05,0,23.555,0,87.3354
968,5.43138,-1,0.0934205,1,316.145,1.51122e-05,0,23.555,0,87.3354
968,1,1,1,2,58.2071,0.000161766,0,23.555,0,87.3354
968,10.9811,11,0.0562435,3,639.18,9.09825e-06,0,23.555,0,87.3354
968,4.78727,-1,0.02415,4,278.653,3.90663e-06,0,23.555,0,87.3354
968,15.8973,16,0.02608,5,925.336,4.21884e-06,0,23.555,0,87.3354
968,6.25185,-1,0.169006,6,363.902,2.73393e-05,0,23.555,0,87.3354
968,8.26318,-1,0.0488294,7,480.976,7.89891e-06,0,23.555,0,87.3354
968,8.75841,9,0.0372987,8,509.801,6.03364e-06,0,23.555,0,87.3354
968,13.6137,14,0.0462344,9,792.415,7.47914e-06,0,23.555,0,87.3354
968,2.31543,-1,0.231674,10,134.775,3.74769e-05,0,23.555,0,87.3354
968,9.33022,-1,0.0680852,11,543.085,1.10138e-05,0,23.555,0,87.3354
968,3.0962,-1,0.21537,12,180.221,3.48394e-05,0,23.555,0,87.3354
968,4.42382,-1,0.0845665,13,257.498,1.36799e-05,0,23.555,0,87.3354
968,11.4656,-1,0.0313337,14,667.378,5.06871e-06,0,23.555,0,87.3354
968,0.562022,-1,0.533612,15,32.7136,8.63201e-05,0,23.555,0,87.3354
968,1.71129,-1,0.0463059,16,99.6094,7.49071e-06,0,23.555,0,87.3354
968,7.73221,-1,0.0302219,17,450.069,4.88886e-06,0,23.555,0,87.3354
968,7.01015,7,0.084004,18,408.04,1.3589e-05,0,23.555,0,87.3354
968,2.75399,-1,0.196645,19,160.302,3.18104e-05,0,23.555,0,87.3354
969,3.89949,4,0.140797,0,224.423,2.26733e-05,0,23.4573,0,87.3354
