bang
0,75.7232,0.111201,0
1,19.4415,0.00198831,0
2,109.958,0.049133,1
3,141.17,0.0161501,1
4,296.933,0.0138738,1
5,187.031,0.0140731,1
6,241.999,0.0140437,1
7,343.136,0.00808378,1
8,249.352,0.0105164,1
9,323.635,0.00641385,1
10,465.151,0.00643856,1
11,421.768,0.00401343,1
12,457.551,0.00648888,1
13,393.144,0.00465051,1
14,498.669,0.003653,1
15,514.46,0.00347207,1
16,558.812,0.00304592,1
17,580.97,0.00217683,1
18,549.161,0.00203846,1
19,638.585,0.00157914,1
bang
0,71.4128,0.107709,0
1,22.9723,0.00293096,0
2,116.413,0.0237726,0
3,137.565,0.0111147,0
4,293.404,0.0210916,0
5,170.176,0.0134826,0
6,198.206,0.00610865,1
7,334.805,0.0142465,0
8,246.732,0.0160321,0
9,677.403,0.00274867,1
10,464.126,0.00940139,0
11,421.147,0.00806597,0
12,1021.45,0.00223435,1
13,382.502,0.00389084,0
14,1065.3,0.0022638,1
15,508.028,0.00640621,0
16,1105.82,0.00189512,1
17,590.711,0.00316174,0
18,549.783,0.00376623,0
19,635.608,0.00326063,0
bang
0,74.1909,0.0620615,0
1,1219.09,0.00331538,1
2,95.6368,0.0113851,0
3,127.79,0.0181062,0
4,293.229,0.0258648,0
5,166.934,0.0156548,0
6,210.938,0.00273293,0
7,335.645,0.0181353,0
8,250.27,0.0189363,0
9,675.43,0.00336885,0
10,465.454,0.0124405,0
11,423.513,0.0101226,0
12,1019.33,0.00360004,0
13,375.195,0.00460301,0
14,1064.69,0.00350952,0
15,506.305,0.00818833,0
16,1313.18,0.00325798,0
17,592.608,0.00585215,0
18,548.739,0.00562854,0
19,637.615,0.00506701,0
bang
0,80.5803,0.0390886,0
1,52.7344,0.0051503,1
2,29.2969,0.0036664,1
3,125.466,0.0171959,0
4,292.734,0.0288481,0
5,166.346,0.0175354,0
6,214.371,0.00469224,0
7,335.889,0.0188248,0
8,250.596,0.0203764,0
9,678.351,0.00263897,0
10,464.237,0.0135408,0
11,421.354,0.0113743,0
12,1013.46,0.00459093,0
13,374.337,0.00537383,0
14,1064.71,0.00323545,0
15,505.924,0.00813255,0
16,1314.1,0.00354066,0
17,592.542,0.00767379,0
18,548.526,0.00782047,0
19,636.602,0.00529244,0
bang
0,82.7162,0.0264954,0
1,56.4073,0.00484737,0
2,39.5627,0.00546027,0
3,124.38,0.0204075,0
4,292.382,0.0308402,0
5,166.615,0.0192187,0
6,210.219,0.00565007,0
7,334.135,0.0188883,0
8,250.348,0.0219529,0
9,679.809,0.00186787,0
10,462.428,0.0144225,0
11,419.177,0.0136449,0
12,1009.08,0.00442654,0
13,374.79,0.00628226,0
14,1063.02,0.00231532,0
15,505.428,0.00719718,0
16,1315.35,0.00231222,0
17,592.327,0.00748698,0
18,547.164,0.0080053,0
19,634.584,0.00384485,0
bang
0,83.5798,0.0223283,0
1,961.136,0.00167146,1
2,45.0181,0.00718655,0
3,123.934,0.0237557,0
4,292.119,0.031294,0
5,166.121,0.0208612,0
6,206.43,0.00631438,0
7,333.572,0.0193984,0
8,250,0.0228293,0
9,674.268,0.00197254,0
10,461.591,0.015002,0
11,418.434,0.0160257,0
12,1010.51,0.00290924,0
13,374.368,0.00643484,0
14,1059.8,0.00191541,0
15,504.283,0.00651629,0
16,1108.37,0.00153349,1
17,593.178,0.00613905,0
18,548.249,0.00637752,0
19,638.724,0.00218417,0
bang
0,83.6678,0.0221806,0
1,1107.45,0.00126017,1
2,44.0998,0.00688579,0
3,123.875,0.0231867,0
4,291.413,0.0301553,0
5,165.318,0.0215048,0
6,206.924,0.0079017,0
7,333.655,0.0187881,0
8,249.656,0.0231592,0
9,669.083,0.00140607,0
10,461.247,0.0140229,0
11,417.705,0.0177469,0
12,1011.9,0.00211093,0
13,373.518,0.00519559,0
14,1059.41,0.00153564,0
15,504.114,0.00501305,0
16,1580.43,0.00219133,0
17,593.602,0.00513863,0
18,549.147,0.00506103,0
19,639.24,0.00151983,0
bang
0,82.3747,0.0239501,0
1,7928.3,0.00127643,1
2,41.3014,0.00624043,0
3,124.987,0.0224468,0
4,291.279,0.0299313,0
5,165.523,0.0208907,0
6,207.543,0.00888676,0
7,333.837,0.0172554,0
8,249.158,0.0231036,0
9,11.2705,0.000880772,1
10,461.469,0.0120758,0
11,417.626,0.0184731,0
12,1008.78,0.00197269,0
13,373.373,0.00553394,0
14,1058.23,0.00122357,0
15,503.844,0.00322558,0
16,1580.24,0.00156157,0
17,593.148,0.00508978,0
18,549.514,0.00439926,0
19,638.011,0.00158143,0
bang
0,81.9541,0.0253653,0
1,7927,0.00135397,0
2,39.6017,0.00570497,0
3,124.529,0.0247159,0
4,291.733,0.0306613,0
5,166.215,0.0205841,0
6,208.347,0.00820793,0
7,334.07,0.0169312,0
8,249.596,0.0232064,0
9,867.347,0.000967206,1
10,462.576,0.00927419,0
11,418.434,0.0183183,0
12,1008.13,0.00152264,0
13,374.049,0.00710497,0
14,1057.89,0.000932381,0
15,508.518,0.00195082,0
16,1586.65,0.000826098,0
17,592.615,0.00514375,0
18,548.858,0.00431461,0
19,640.596,0.00129521,0
bang
0,82.7218,0.024754,0
1,7923.06,0.00128443,0
