bang
0,0,0,-1
1,0,0,-1
2,0,0,-1
3,0,0,-1
4,0,0,-1
5,0,0,-1
6,0,0,-1
7,0,0,-1
8,0,0,-1
9,0,0,-1
10,0,0,-1
11,0,0,-1
12,0,0,-1
13,0,0,-1
14,0,0,-1
15,0,0,-1
16,0,0,-1
17,0,0,-1
18,0,0,-1
19,0,0,-1
bang
0,22529.5,1.06798e-06,0
1,20589.5,9.62799e-07,1
2,23963.5,8.935e-07,1
3,18526.8,7.18291e-07,1
4,19333,7.05492e-07,1
5,22784.9,1.59926e-06,1
6,22968.2,5.07419e-07,1
7,18452.1,1.2702e-06,1
8,18457.5,1.30276e-06,1
9,23482.7,1.45603e-06,1
10,22779.3,1.40911e-06,1
11,20700.2,6.19542e-07,1
12,23490.8,1.24653e-06,1
13,19736.5,6.03234e-07,1
14,23419.3,1.48207e-06,1
15,18598.9,4.93973e-07,1
16,23425.6,1.24277e-06,1
17,18779.4,3.78008e-07,1
18,17789.8,2.3275e-07,1
19,22595.8,2.25854e-07,1
bang
0,21925.7,6.72608e-06,0
1,146.484,3.81553e-05,1
2,23817.8,1.04389e-05,0
3,23888.3,8.20132e-06,1
4,287.903,4.96084e-06,1
5,23771.1,8.40717e-06,1
6,23062.9,6.09272e-06,0
7,351.37,3.23688e-06,1
8,21745.7,9.10093e-06,1
9,21310.6,6.26152e-06,1
10,22018.9,6.07995e-06,1
11,21005,6.74544e-06,0
12,23554.1,5.55352e-06,0
13,19845.6,7.01106e-06,0
14,22212.3,5.27523e-06,1
15,19805.2,5.81596e-06,1
16,439.905,2.13944e-06,1
17,21739.9,1.02074e-05,1
18,155.853,5.24421e-05,0
19,22271.4,6.00003e-06,0
bang
0,21916.4,9.61373e-06,0
1,23877.4,1.06742e-05,1
2,23823.6,1.19747e-05,0
3,23901.4,1.14901e-05,0
4,23684.2,7.90457e-06,1
5,23770.8,9.67549e-06,0
6,23077.2,8.68459e-06,0
7,21541.1,7.53135e-06,1
8,23425.7,8.73166e-06,1
9,21314.2,1.23375e-05,0
10,22024.9,9.68091e-06,0
11,21006,1.13052e-05,0
12,23335.5,8.16926e-06,0
13,19837.9,7.75438e-06,0
14,22217.5,9.9224e-06,0
15,19808.3,8.67422e-06,0
16,22277.9,8.41892e-06,1
17,21738.2,1.06938e-05,0
18,19931.5,7.48898e-06,1
19,22393.4,8.56689e-06,0
bang
0,87.1997,0.0867792,1
1,30.0856,0.0481051,1
2,163.509,0.0188972,1
3,131.03,0.0153301,1
4,210.911,0.0067428,1
5,330.106,0.0100086,1
6,323.651,0.0113324,1
7,275.461,0.00477672,1
8,446.599,0.00746501,1
9,440.297,0.0076104,1
10,492.525,0.00161907,1
11,373.785,0.00139969,1
12,574.139,0.00171598,1
13,580.47,0.00128608,1
14,533.417,0.00101274,1
15,80.5126,0.100988,0
16,621.929,0.00056919,1
17,743.808,0.00063461,1
18,802.124,0.000482739,1
19,669.93,0.000417274,1
bang
0,239.891,0.00742832,1
1,34.8341,0.128478,0
2,163.46,0.0331084,0
3,126.873,0.0213525,0
4,205.655,0.0197594,0
5,327.104,0.0132519,0
6,525.392,0.00075248,1
